Date,Close,OMC
04/02/2011,47.91,0.016838958
03/02/2011,47.11,0.018423829
02/02/2011,46.25,0.007814236
01/02/2011,45.89,0.022254967
31/01/2011,44.88,0.001337793
28/01/2011,44.82,-0.031406996
27/01/2011,46.25,-0.001944055
26/01/2011,46.34,0.009322561
25/01/2011,45.91,0.003928421
24/01/2011,45.73,0.004383088
21/01/2011,45.53,-0.000658689
20/01/2011,45.56,0.002637364
19/01/2011,45.44,-0.001319552
18/01/2011,45.5,0.014834768
14/01/2011,44.83,-0.00022304
13/01/2011,44.84,-0.011750495
12/01/2011,45.37,-0.014224991
11/01/2011,46.02,-0.005201572
10/01/2011,46.26,-0.015869945
07/01/2011,47,-0.008474627
06/01/2011,47.4,0.011457796
05/01/2011,46.86,0.012238478
04/01/2011,46.29,0.001080731
03/01/2011,46.24,0.009561133
31/12/2010,45.8,-0.002398867
30/12/2010,45.91,-0.007162266
29/12/2010,46.24,0.004334641
28/12/2010,46.04,-0.000651395
27/12/2010,46.07,-0.004763976
23/12/2010,46.29,-0.007532587
22/12/2010,46.64,-0.002141787
21/12/2010,46.74,0.001284522
20/12/2010,46.68,0.005154651
17/12/2010,46.44,0.00951976
16/12/2010,46,-0.001303498
15/12/2010,46.06,-0.011870216
14/12/2010,46.61,0.003223383
13/12/2010,46.46,-0.003866815
10/12/2010,46.64,0.00623725
09/12/2010,46.35,0.002376068
08/12/2010,46.24,-0.013959209
07/12/2010,46.89,-0.013135782
06/12/2010,47.51,0.004218526
03/12/2010,47.31,0.007851499
02/12/2010,46.94,0.010063247
01/12/2010,46.47,0.022414169
30/11/2010,45.44,0
29/11/2010,45.44,0.003748213
26/11/2010,45.27,-0.007920833
24/11/2010,45.63,0.017687837
23/11/2010,44.83,-0.020969756
22/11/2010,45.78,-0.003053437
19/11/2010,45.92,0.012270093
18/11/2010,45.36,0.009524936
17/11/2010,44.93,-0.000889878
16/11/2010,44.97,-0.014569794
15/11/2010,45.63,-0.009162368
12/11/2010,46.05,-0.00929435
11/11/2010,46.48,-0.000215123
10/11/2010,46.49,0.004095275
09/11/2010,46.3,-0.005599842
08/11/2010,46.56,-0.003858526
05/11/2010,46.74,0.006869928
04/11/2010,46.42,0.022218296
03/11/2010,45.4,0.018002486
02/11/2010,44.59,0.012638399
01/11/2010,44.03,0.00159109
29/10/2010,43.96,0.002277387
28/10/2010,43.86,0.003654641
27/10/2010,43.7,-0.004110533
26/10/2010,43.88,0.006401485
25/10/2010,43.6,0.008522452
22/10/2010,43.23,0.004172468
21/10/2010,43.05,0.014035318
20/10/2010,42.45,0.027706573
19/10/2010,41.29,-0.018714558
18/10/2010,42.07,0.007395954
15/10/2010,41.76,0.011318604
14/10/2010,41.29,0.008024359
13/10/2010,40.96,0.004159027
12/10/2010,40.79,0.003930243
11/10/2010,40.63,0.008899935
08/10/2010,40.27,0.013248538
07/10/2010,39.74,-0.000754622
06/10/2010,39.77,-0.011748667
05/10/2010,40.24,0.029250699
04/10/2010,39.08,-0.014732296
01/10/2010,39.66,0.004548909
30/09/2010,39.48,0.001267267
29/09/2010,39.43,-0.007076097
28/09/2010,39.71,0.003784538
27/09/2010,39.56,-0.005797118
24/09/2010,39.79,0.031400155
23/09/2010,38.56,-0.012115111
22/09/2010,39.03,-0.007402714
21/09/2010,39.32,-0.004060919
20/09/2010,39.48,0.006607394
17/09/2010,39.22,0.022693083
16/09/2010,38.34,-0.00026079
15/09/2010,38.35,-0.002344056
14/09/2010,38.44,0.004171018
13/09/2010,38.28,0.018721707
10/09/2010,37.57,0.011780591
09/09/2010,37.13,0.00675587
08/09/2010,36.88,0.016678445
07/09/2010,36.27,-0.020197193
03/09/2010,37.01,0.026281283
02/09/2010,36.05,0.00667968
01/09/2010,35.81,0.022593449
31/08/2010,35.01,-0.002852255
30/08/2010,35.11,-0.016384547
27/08/2010,35.69,0.010704328
26/08/2010,35.31,-0.003957043
25/08/2010,35.45,0.003390792
24/08/2010,35.33,-0.012656617
23/08/2010,35.78,-0.01855238
20/08/2010,36.45,0.001647447
19/08/2010,36.39,-0.015000963
18/08/2010,36.94,0.008154435
17/08/2010,36.64,0.010701159
16/08/2010,36.25,-0.003029888
13/08/2010,36.36,-0.01039681
12/08/2010,36.74,-0.013517373
11/08/2010,37.24,-0.031454952
10/08/2010,38.43,-0.012155846
09/08/2010,38.9,0.01345776
06/08/2010,38.38,-0.011141455
05/08/2010,38.81,0.014011646
04/08/2010,38.27,0.010771154
03/08/2010,37.86,-0.003427821
02/08/2010,37.99,0.019402602
30/07/2010,37.26,-0.000268348
29/07/2010,37.27,-0.002947089
28/07/2010,37.38,-0.015923903
27/07/2010,37.98,-0.008912248
26/07/2010,38.32,-0.004166673
23/07/2010,38.48,0.019418086
22/07/2010,37.74,0.036151765
21/07/2010,36.4,-0.015537998
20/07/2010,36.97,0.026865651
19/07/2010,35.99,0.019074912
16/07/2010,35.31,-0.023787326
15/07/2010,36.16,0.010564457
14/07/2010,35.78,-0.004740006
13/07/2010,35.95,0.030789044
12/07/2010,34.86,0.007197382
09/07/2010,34.61,0.002893521
08/07/2010,34.51,0.00232086
07/07/2010,34.43,0.019355443
06/07/2010,33.77,-0.004137122
02/07/2010,33.91,-0.011726901
01/07/2010,34.31,0.000291503
30/06/2010,34.3,-0.015907783
29/06/2010,34.85,-0.033576296
28/06/2010,36.04,-0.002770852
25/06/2010,36.14,-0.00248722
24/06/2010,36.23,-0.021300641
23/06/2010,37.01,0.007322067
22/06/2010,36.74,-0.030557189
21/06/2010,37.88,-0.005003302
18/06/2010,38.07,-0.00758868
17/06/2010,38.36,-0.013979001
16/06/2010,38.9,0.007741974
15/06/2010,38.6,0.029711664
14/06/2010,37.47,0.001602564
11/06/2010,37.41,0.002408672
10/06/2010,37.32,0.034067881
09/06/2010,36.07,0
08/06/2010,36.07,-0.00166205
07/06/2010,36.13,0.00166205
04/06/2010,36.07,-0.054490286
03/06/2010,38.09,0.003945816
02/06/2010,37.94,0.031051745
01/06/2010,36.78,-0.031315285
28/05/2010,37.95,-0.021635146
27/05/2010,38.78,0.028244555
26/05/2010,37.7,0.019012489
25/05/2010,36.99,-0.019807928
24/05/2010,37.73,-0.016559716
21/05/2010,38.36,0.00575165
20/05/2010,38.14,-0.046615354
19/05/2010,39.96,-0.014410187
18/05/2010,40.54,-0.016634434
17/05/2010,41.22,0.002672175
14/05/2010,41.11,-0.015687543
13/05/2010,41.76,-0.006444705
12/05/2010,42.03,0.012449287
11/05/2010,41.51,0.007253417
10/05/2010,41.21,0.049494125
07/05/2010,39.22,-0.035073735
06/05/2010,40.62,-0.01877875
05/05/2010,41.39,-0.019854737
04/05/2010,42.22,-0.031245256
03/05/2010,43.56,0.020877585
30/04/2010,42.66,-0.010957098
29/04/2010,43.13,0.022509743
28/04/2010,42.17,0.008334374
27/04/2010,41.82,-0.028755222
26/04/2010,43.04,-0.007638042
23/04/2010,43.37,0.01043004
22/04/2010,42.92,0.001165637
21/04/2010,42.87,-0.016426049
20/04/2010,43.58,0.058103708
19/04/2010,41.12,0.014452181
16/04/2010,40.53,-0.016395816
15/04/2010,41.2,0.009511107
14/04/2010,40.81,0.032626478
13/04/2010,39.5,0.006604037
12/04/2010,39.24,-0.005337413
09/04/2010,39.45,0.006867635
08/04/2010,39.18,0.007172162
07/04/2010,38.9,-0.012771566
06/04/2010,39.4,0.004069182
05/04/2010,39.24,0.010503491
01/04/2010,38.83,0.000515198
31/03/2010,38.81,-0.027197
30/03/2010,39.88,0.00780369
29/03/2010,39.57,-0.006046882
26/03/2010,39.81,0.001005278
25/03/2010,39.77,0.000503018
24/03/2010,39.75,-0.001759458
23/03/2010,39.82,0.004026176
22/03/2010,39.66,0.014732296
19/03/2010,39.08,-0.01220768
18/03/2010,39.56,-0.005545767
17/03/2010,39.78,0.013667639
16/03/2010,39.24,0.002040817
15/03/2010,39.16,-0.003823122
12/03/2010,39.31,0.001272751
11/03/2010,39.26,0.010755545
10/03/2010,38.84,0.015830096
09/03/2010,38.23,0.006297581
08/03/2010,37.99,-0.001840895
05/03/2010,38.06,0.014556298
04/03/2010,37.51,-0.003194041
03/03/2010,37.63,-0.000796919
02/03/2010,37.66,-0.000530926
01/03/2010,37.68,0.02853491
26/02/2010,36.62,0
25/02/2010,36.62,-0.007074859
24/02/2010,36.88,0.005710417
23/02/2010,36.67,-0.008418244
22/02/2010,36.98,-0.002430791
19/02/2010,37.07,0.007853798
18/02/2010,36.78,0.011760015
17/02/2010,36.35,0.01106512
16/02/2010,35.95,0.021083002
12/02/2010,35.2,-0.010175328
11/02/2010,35.56,-0.005328858
10/02/2010,35.75,0.01408474
09/02/2010,35.25,0.020347457
08/02/2010,34.54,-0.021198158
05/02/2010,35.28,-0.013513719
04/02/2010,35.76,-0.034628357
03/02/2010,37.02,0.002163332
02/02/2010,36.94,0.02494305
01/02/2010,36.03,0.020468961
29/01/2010,35.3,-0.015460603
28/01/2010,35.85,-0.004175371
27/01/2010,36,-0.015162248
26/01/2010,36.55,-0.001913353
25/01/2010,36.62,0.009052318
22/01/2010,36.29,-0.020186174
21/01/2010,37.03,-0.012345836
20/01/2010,37.49,-0.008234872
19/01/2010,37.8,0.003710579
15/01/2010,37.66,-0.011878192
14/01/2010,38.11,-0.027179103
13/01/2010,39.16,0.011041324
12/01/2010,38.73,-0.016897483
11/01/2010,39.39,0
08/01/2010,39.39,0.011489977
07/01/2010,38.94,-0.005889148
06/01/2010,39.17,-0.007883067
05/01/2010,39.48,-0.003539827
04/01/2010,39.62,0.011933619
31/12/2009,39.15,-0.01747101
30/12/2009,39.84,0.002010051
29/12/2009,39.76,0.003527341
28/12/2009,39.62,-0.001513241
24/12/2009,39.68,0.007081466
23/12/2009,39.4,0.013543071
22/12/2009,38.87,-0.001285512
21/12/2009,38.92,0.013450798
18/12/2009,38.4,0.019458936
17/12/2009,37.66,-0.013713295
16/12/2009,38.18,0.010002716
15/12/2009,37.8,0.007168489
14/12/2009,37.53,0.008831852
11/12/2009,37.2,0.004310352
10/12/2009,37.04,0.019629856
09/12/2009,36.32,0.0013776
08/12/2009,36.27,-0.007963793
07/12/2009,36.56,-0.005727549
04/12/2009,36.77,0.00190554
03/12/2009,36.7,-0.007059492
02/12/2009,36.96,0.002980628
01/12/2009,36.85,0.003534053
30/11/2009,36.72,0.008478104
27/11/2009,36.41,-0.011740749
25/11/2009,36.84,0.007903025
24/11/2009,36.55,0.00082113
23/11/2009,36.52,0.010459771
20/11/2009,36.14,-0.001106195
19/11/2009,36.18,-0.021329767
18/11/2009,36.96,-0.008084118
17/11/2009,37.26,0.008896136
16/11/2009,36.93,0.009795997
13/11/2009,36.57,0.015431555
12/11/2009,36.01,-0.013789518
11/11/2009,36.51,-0.001368551
10/11/2009,36.56,-0.000273486
09/11/2009,36.57,0.024357695
06/11/2009,35.69,0.003367952
05/11/2009,35.57,0.02620486
04/11/2009,34.65,-0.011477888
03/11/2009,35.05,0.010035927
02/11/2009,34.7,0.012177593
30/10/2009,34.28,-0.032714539
29/10/2009,35.42,0.024579688
28/10/2009,34.56,-0.024014876
27/10/2009,35.4,-0.000564812
26/10/2009,35.42,-0.012345836
23/10/2009,35.86,-0.016867537
22/10/2009,36.47,0.006326524
21/10/2009,36.24,-0.049263089
20/10/2009,38.07,-0.023108908
19/10/2009,38.96,0.023371617
16/10/2009,38.06,-0.011494379
15/10/2009,38.5,0.015707129
14/10/2009,37.9,0.029996893
13/10/2009,36.78,0.004086642
12/10/2009,36.63,0.007948514
09/10/2009,36.34,-0.010130135
08/10/2009,36.71,0.007382125
07/10/2009,36.44,-0.001097093
06/10/2009,36.48,0.007705046
05/10/2009,36.2,0.013628357
02/10/2009,35.71,-0.017213085
01/10/2009,36.33,-0.016651129
30/09/2009,36.94,-0.025656137
29/09/2009,37.9,0.01221146
28/09/2009,37.44,0.025153456
25/09/2009,36.51,-0.01279103
24/09/2009,36.98,-0.012095296
23/09/2009,37.43,-0.010101096
22/09/2009,37.81,-0.002377494
21/09/2009,37.9,-0.004475458
18/09/2009,38.07,0.001051248
17/09/2009,38.03,0.002632966
16/09/2009,37.93,0.021855881
15/09/2009,37.11,-0.005910818
14/09/2009,37.33,-0.001873411
11/09/2009,37.4,0.009132484
10/09/2009,37.06,0.004868822
09/09/2009,36.88,0.013375387
08/09/2009,36.39,0.015229424
04/09/2009,35.84,0.018302637
03/09/2009,35.19,-0.003687424
02/09/2009,35.32,-0.019069563
01/09/2009,36,-0.008849615
31/08/2009,36.32,-0.015571958
28/08/2009,36.89,-0.007830471
27/08/2009,37.18,-0.007235728
26/08/2009,37.45,0.001870908
25/08/2009,37.38,0.011840827
24/08/2009,36.94,0.011161134
21/08/2009,36.53,0.019627444
20/08/2009,35.82,0.013773935
19/08/2009,35.33,0.018569309
18/08/2009,34.68,0.000288392
17/08/2009,34.67,-0.019140707
14/08/2009,35.34,-0.012653058
13/08/2009,35.79,0.032370799
12/08/2009,34.65,-0.008334579
11/08/2009,34.94,-0.017870281
10/08/2009,35.57,-0.011738536
07/08/2009,35.99,0.037654838
06/08/2009,34.66,-0.005753756
05/08/2009,34.86,0.002585094
04/08/2009,34.77,-0.004591113
03/08/2009,34.93,0.026985534
31/07/2009,34,0.014815086
30/07/2009,33.5,0.007490672
29/07/2009,33.25,-0.014332882
28/07/2009,33.73,-0.005027365
27/07/2009,33.9,-0.006761749
24/07/2009,34.13,-0.012520181
23/07/2009,34.56,0.003768667
22/07/2009,34.43,0.010804602
21/07/2009,34.06,0.012705149
20/07/2009,33.63,0.027432014
17/07/2009,32.72,-0.005486146
16/07/2009,32.9,0.021816812
15/07/2009,32.19,0.03059693
14/07/2009,31.22,0.011274077
13/07/2009,30.87,0.009438638
10/07/2009,30.58,0.009198488
09/07/2009,30.3,0.00629037
08/07/2009,30.11,-0.013852464
07/07/2009,30.53,-0.017211011
06/07/2009,31.06,-0.003856046
02/07/2009,31.18,-0.03467098
01/07/2009,32.28,0.021923835
30/06/2009,31.58,-0.009768472
29/06/2009,31.89,0.00345532
26/06/2009,31.78,-0.014990912
25/06/2009,32.26,0.020354546
24/06/2009,31.61,0.01145415
23/06/2009,31.25,-0.007333047
22/06/2009,31.48,-0.032195311
19/06/2009,32.51,0.008960357
18/06/2009,32.22,-0.007729208
17/06/2009,32.47,0.017710576
16/06/2009,31.9,0.002825304
15/06/2009,31.81,-0.019919737
12/06/2009,32.45,-0.002769659
11/06/2009,32.54,0.012679929
10/06/2009,32.13,-0.015748357
09/06/2009,32.64,0.010780945
08/06/2009,32.29,-0.009247908
05/06/2009,32.59,0.017957139
04/06/2009,32.01,0.006267648
03/06/2009,31.81,-0.014047367
02/06/2009,32.26,-0.003403995
01/06/2009,32.37,0.059505384
29/05/2009,30.5,0
28/05/2009,30.5,-0.000655523
27/05/2009,30.52,-0.013667639
26/05/2009,30.94,0.017278343
22/05/2009,30.41,-0.002955182
21/05/2009,30.5,-0.022370847
20/05/2009,31.19,-0.015588036
19/05/2009,31.68,-0.009112396
18/05/2009,31.97,0.031778969
15/05/2009,30.97,-0.009320331
14/05/2009,31.26,0.012554486
13/05/2009,30.87,-0.03188029
12/05/2009,31.87,-0.006255885
11/05/2009,32.07,-0.008074578
08/05/2009,32.33,0.004339746
07/05/2009,32.19,-0.019991439
06/05/2009,32.84,0.008869916
05/05/2009,32.55,0.012053924
04/05/2009,32.16,0.012515808
01/05/2009,31.76,0.009172925
30/04/2009,31.47,0.016015717
29/04/2009,30.97,0.013654308
28/04/2009,30.55,0
27/04/2009,30.55,0.03939094
24/04/2009,29.37,0.044560104
23/04/2009,28.09,-0.008860593
22/04/2009,28.34,0.004597709
21/04/2009,28.21,0.006044463
20/04/2009,28.04,-0.023961682
17/04/2009,28.72,0.018626439
16/04/2009,28.19,0.030982305
15/04/2009,27.33,0.010667749
14/04/2009,27.04,-0.012130272
13/04/2009,27.37,-0.009816476
09/04/2009,27.64,0.035724661
08/04/2009,26.67,0.019307812
07/04/2009,26.16,-0.018932788
06/04/2009,26.66,-0.016369413
03/04/2009,27.1,0.0387485
02/04/2009,26.07,0.089839937
01/04/2009,23.83,0.018209269
31/03/2009,23.4,0.016807118
30/03/2009,23.01,-0.035855313
27/03/2009,23.85,-0.045490326
26/03/2009,24.96,0.016970104
25/03/2009,24.54,-0.007712642
24/03/2009,24.73,-0.009257462
23/03/2009,24.96,0.048009219
20/03/2009,23.79,-0.037132979
19/03/2009,24.69,0.001621403
18/03/2009,24.65,0.02630649
17/03/2009,24.01,0.024026446
16/03/2009,23.44,-0.007226386
13/03/2009,23.61,0.020972307
12/03/2009,23.12,0.037457563
11/03/2009,22.27,-0.002690585
10/03/2009,22.33,0.012165052
09/03/2009,22.06,-0.022855577
06/03/2009,22.57,-0.010138945
05/03/2009,22.8,-0.048372366
04/03/2009,23.93,0.044432768
03/03/2009,22.89,0.011865663
02/03/2009,22.62,-0.060468579
27/02/2009,24.03,-0.008701111
26/02/2009,24.24,0.009117345
25/02/2009,24.02,-0.029938672
24/02/2009,24.75,0.032022441
23/02/2009,23.97,-0.040872056
20/02/2009,24.97,-0.01352447
19/02/2009,25.31,-0.026896963
18/02/2009,26,-0.019048195
17/02/2009,26.5,-0.065010108
13/02/2009,28.28,-0.008100062
12/02/2009,28.51,0.015909828
11/02/2009,28.06,0.020522772
10/02/2009,27.49,-0.022303083
09/02/2009,28.11,0.003920875
06/02/2009,28,0.031564384
05/02/2009,27.13,0.020104921
04/02/2009,26.59,-0.013076966
03/02/2009,26.94,0.030145463
02/02/2009,26.14,0.009609914
30/01/2009,25.89,-0.036409027
29/01/2009,26.85,-0.021735982
28/01/2009,27.44,0.03184275
27/01/2009,26.58,0.026688584
26/01/2009,25.88,0.01205068
23/01/2009,25.57,0.010220215
22/01/2009,25.31,-0.020724104
21/01/2009,25.84,0.04309819
20/01/2009,24.75,-0.072837324
16/01/2009,26.62,0.029739134
15/01/2009,25.84,0.001161665
14/01/2009,25.81,-0.03352695
13/01/2009,26.69,-0.019295589
12/01/2009,27.21,-0.010237749
09/01/2009,27.49,-0.012292273
08/01/2009,27.83,0.01011204
07/01/2009,27.55,-0.019411106
06/01/2009,28.09,0.001425009
05/01/2009,28.05,
