Date,Close,CVC
07/03/2013,13.98,0.015135424
06/03/2013,13.77,-0.007956642
05/03/2013,13.88,-0.000720202
04/03/2013,13.89,0.009403324
01/03/2013,13.76,-0.016576956
28/02/2013,13.99,-0.100559876
27/02/2013,15.47,0.011703645
26/02/2013,15.29,0.017816374
25/02/2013,15.02,-0.007296881
22/02/2013,15.13,0.047370155
21/02/2013,14.43,-0.041403946
20/02/2013,15.04,-0.015831465
19/02/2013,15.28,0.008544252
15/02/2013,15.15,0.012620559
14/02/2013,14.96,-0.009976804
13/02/2013,15.11,0.00597413
12/02/2013,15.02,0.007350518
11/02/2013,14.91,-0.00401607
08/02/2013,14.97,-0.013271595
07/02/2013,15.17,0.054177093
06/02/2013,14.37,-0.016563526
05/02/2013,14.61,0.030579172
04/02/2013,14.17,-0.007032378
01/02/2013,14.27,-0.025598077
31/01/2013,14.64,-0.027620483
30/01/2013,15.05,-0.013201512
29/01/2013,15.25,-0.032260862
28/01/2013,15.75,0.035544937
25/01/2013,15.2,0.007263155
24/01/2013,15.09,-0.005946499
23/01/2013,15.18,-0.015037877
22/01/2013,15.41,0.005204956
18/01/2013,15.33,-0.000652103
17/01/2013,15.34,0.007196629
16/01/2013,15.23,-0.017572857
15/01/2013,15.5,-0.009630893
14/01/2013,15.65,0.016752969
11/01/2013,15.39,-0.001298701
10/01/2013,15.41,0.027633337
09/01/2013,14.99,0.005351183
08/01/2013,14.91,-0.011337234
07/01/2013,15.08,-0.015136847
04/01/2013,15.31,0.018458006
03/01/2013,15.03,-0.011904903
02/01/2013,15.21,0.017910927
31/12/2012,14.94,0.014155949
28/12/2012,14.73,-0.006091389
27/12/2012,14.82,-0.006724975
26/12/2012,14.92,0.002012748
24/12/2012,14.89,0.01012496
21/12/2012,14.74,-0.008108153
20/12/2012,14.86,-0.00536914
19/12/2012,14.94,-0.008000043
18/12/2012,15.06,0.011352376
17/12/2012,14.89,0.02930363
14/12/2012,14.46,0.00415801
13/12/2012,14.4,-0.008987271
12/12/2012,14.53,0.018056046
11/12/2012,14.27,-0.00349773
10/12/2012,14.32,-0.002092781
07/12/2012,14.35,0.013328854
06/12/2012,14.16,0.025752496
05/12/2012,13.8,-0.010093813
04/12/2012,13.94,0.008645587
03/12/2012,13.82,-0.001446132
30/11/2012,13.84,0.002169983
29/11/2012,13.81,-0.003614026
28/11/2012,13.86,0.0108815
27/11/2012,13.71,-0.022359388
26/11/2012,14.02,0.002857145
23/11/2012,13.98,-0.00570615
21/11/2012,14.06,-0.000710985
20/11/2012,14.07,0.012156031
19/11/2012,13.9,-0.008596041
16/11/2012,14.02,0.028211636
15/11/2012,13.63,-0.001466276
14/11/2012,13.65,-0.042315384
13/11/2012,14.24,-0.015331311
12/11/2012,14.46,-0.02256506
09/11/2012,14.79,0.008146685
08/11/2012,14.67,-0.020911386
07/11/2012,14.98,-0.033478676
06/11/2012,15.49,-0.064982257
05/11/2012,16.53,-0.024500777
02/11/2012,16.94,-0.030234861
01/11/2012,17.46,0.002293579
31/10/2012,17.42,-0.026622926
26/10/2012,17.89,0
25/10/2012,17.89,0.00279877
24/10/2012,17.84,-0.013916172
23/10/2012,18.09,-0.019705071
22/10/2012,18.45,0.003257332
19/10/2012,18.39,-0.007044191
18/10/2012,18.52,0.042465713
17/10/2012,17.75,0.001691571
16/10/2012,17.72,-0.000564175
15/10/2012,17.73,0.047352957
12/10/2012,16.91,0.010701648
11/10/2012,16.73,0.001196172
10/10/2012,16.71,-0.004180358
09/10/2012,16.78,-0.027044564
08/10/2012,17.24,0.016374635
05/10/2012,16.96,0.004728141
04/10/2012,16.88,0.024588945
03/10/2012,16.47,0.020239881
02/10/2012,16.14,0.021923835
01/10/2012,15.79,-0.003792672
28/09/2012,15.85,-0.010668441
27/09/2012,16.02,0.009407407
26/09/2012,15.87,-0.001888575
25/09/2012,15.9,-0.029741969
24/09/2012,16.38,0.003669729
21/09/2012,16.32,-0.010362787
20/09/2012,16.49,-0.013851471
19/09/2012,16.72,0.009615459
18/09/2012,16.56,-0.015578506
17/09/2012,16.82,-0.009467526
14/09/2012,16.98,0.022031257
13/09/2012,16.61,0.017001017
12/09/2012,16.33,0.034894506
11/09/2012,15.77,0.001269036
10/09/2012,15.75,0.006369448
07/09/2012,15.65,0.013509372
06/09/2012,15.44,0.021604768
05/09/2012,15.11,0.020054148
04/09/2012,14.81,-0.009408672
31/08/2012,14.95,0.016183765
30/08/2012,14.71,-0.004070562
29/08/2012,14.77,-0.00405406
28/08/2012,14.83,-0.010731156
27/08/2012,14.99,-0.011936481
24/08/2012,15.17,0.007941802
23/08/2012,15.05,-0.015166793
22/08/2012,15.28,-0.009120584
21/08/2012,15.42,0.004549894
20/08/2012,15.35,0.013775226
17/08/2012,15.14,0.005298026
16/08/2012,15.06,-0.020375335
15/08/2012,15.37,-0.008422466
14/08/2012,15.5,0.001291156
13/08/2012,15.48,-0.001291156
10/08/2012,15.5,-0.016000341
09/08/2012,15.75,-0.010735815
08/08/2012,15.92,0.005669307
07/08/2012,15.83,0
06/08/2012,15.83,0.018489529
03/08/2012,15.54,0.036701367
02/08/2012,14.98,-0.023747818
01/08/2012,15.34,0
31/07/2012,15.34,0.00851069
30/07/2012,15.21,0.009247094
27/07/2012,15.07,0.020107916
26/07/2012,14.77,0.004750603
25/07/2012,14.7,0.012320484
24/07/2012,14.52,-0.006179216
23/07/2012,14.61,0.002741606
20/07/2012,14.57,0.028543532
19/07/2012,14.16,0.056660034
18/07/2012,13.38,-0.000747105
17/07/2012,13.39,0.024954036
16/07/2012,13.06,-0.003058106
13/07/2012,13.1,0.023167059
12/07/2012,12.8,-0.011650617
11/07/2012,12.95,0
10/07/2012,12.95,-0.011516442
09/07/2012,13.1,-0.016654435
06/07/2012,13.32,-0.01342302
05/07/2012,13.5,-0.018349139
03/07/2012,13.75,0.013914542
02/07/2012,13.56,0.02011241
29/06/2012,13.29,0.025144182
28/06/2012,12.96,0.019478606
27/06/2012,12.71,0.042593823
26/06/2012,12.18,0.00658981
25/06/2012,12.1,-0.025297147
22/06/2012,12.41,0.016247311
21/06/2012,12.21,-0.032234862
20/06/2012,12.61,0.006364381
19/06/2012,12.53,0.011236073
18/06/2012,12.39,-0.005633818
15/06/2012,12.46,0.02190757
14/06/2012,12.19,0.051336471
13/06/2012,11.58,0.003460211
12/06/2012,11.54,0.019248188
11/06/2012,11.32,-0.020114364
08/06/2012,11.55,-0.002594035
07/06/2012,11.58,-0.013722342
06/06/2012,11.74,0.025885828
05/06/2012,11.44,0.038312035
04/06/2012,11.01,0.003639676
01/06/2012,10.97,-0.041951712
31/05/2012,11.44,0.000874508
30/05/2012,11.43,-0.031858054
29/05/2012,11.8,0.011935351
25/05/2012,11.66,0
24/05/2012,11.66,0.022550826
23/05/2012,11.4,-0.006993035
22/05/2012,11.48,0.006116227
21/05/2012,11.41,0.028446363
18/05/2012,11.09,-0.002701487
17/05/2012,11.12,-0.030989642
16/05/2012,11.47,-0.041832817
15/05/2012,11.96,-0.032897704
14/05/2012,12.36,-0.016051709
11/05/2012,12.56,0.005588837
10/05/2012,12.49,-0.003197445
09/05/2012,12.53,-0.028326048
08/05/2012,12.89,-0.008497541
07/05/2012,13,-0.00537017
04/05/2012,13.07,-0.03532874
03/05/2012,13.54,-0.082199226
02/05/2012,14.7,-0.021535153
01/05/2012,15.02,0.013405026
30/04/2012,14.82,0.017699577
27/04/2012,14.56,0.004819286
26/04/2012,14.49,0.020921265
25/04/2012,14.19,0.029319226
24/04/2012,13.78,0.01094502
23/04/2012,13.63,-0.011670446
20/04/2012,13.79,0.007278053
19/04/2012,13.69,-0.003645647
18/04/2012,13.74,0.008771986
17/04/2012,13.62,0.02077226
16/04/2012,13.34,0.009792922
13/04/2012,13.21,-0.015772013
12/04/2012,13.42,-0.000744879
11/04/2012,13.43,0.001490313
10/04/2012,13.41,-0.018471157
09/04/2012,13.66,-0.024585475
05/04/2012,14,-0.000714031
04/04/2012,14.01,-0.019788632
03/04/2012,14.29,-0.023514223
02/04/2012,14.63,-0.003411808
30/03/2012,14.68,-0.008141158
29/03/2012,14.8,0.001352265
28/03/2012,14.78,-0.008086297
27/03/2012,14.9,-0.01200815
26/03/2012,15.08,0.025521869
23/03/2012,14.7,-0.002038737
22/03/2012,14.73,-0.000678656
21/03/2012,14.74,0.006807378
20/03/2012,14.64,-0.006807378
19/03/2012,14.74,0.006124551
16/03/2012,14.65,-0.01355953
15/03/2012,14.85,0.008113635
14/03/2012,14.73,-0.00945953
13/03/2012,14.87,0.021067718
12/03/2012,14.56,0.010355633
09/03/2012,14.41,0.012569998
08/03/2012,14.23,0.021307624
07/03/2012,13.93,0
06/03/2012,13.93,-0.025515204
05/03/2012,14.29,-0.032360827
02/03/2012,14.76,0.045037053
01/03/2012,14.11,-0.008468646
29/02/2012,14.23,0.007052215
28/02/2012,14.13,-0.101531538
27/02/2012,15.64,0.001279591
24/02/2012,15.62,-0.001918773
23/02/2012,15.65,0.037764904
22/02/2012,15.07,-0.01710568
21/02/2012,15.33,-0.002605865
17/02/2012,15.37,0.013757177
16/02/2012,15.16,0.01931462
15/02/2012,14.87,0.021754767
14/02/2012,14.55,-0.007531703
13/02/2012,14.66,-0.010854923
10/02/2012,14.82,-0.02794593
09/02/2012,15.24,0.03403732
08/02/2012,14.73,0
07/02/2012,14.73,-0.012145898
06/02/2012,14.91,0.026505119
03/02/2012,14.52,0.012474174
02/02/2012,14.34,-0.013850637
01/02/2012,14.54,-0.000687522
31/01/2012,14.55,-0.0102565
30/01/2012,14.7,0.021313973
27/01/2012,14.39,-0.019952502
26/01/2012,14.68,-0.003400207
25/01/2012,14.73,0.039465142
24/01/2012,14.16,-0.042177008
23/01/2012,14.77,0.01294737
20/01/2012,14.58,0.023595821
19/01/2012,14.24,0.035016082
18/01/2012,13.75,-0.015873349
17/01/2012,13.97,0
13/01/2012,13.97,-0.009262624
12/01/2012,14.1,-0.017575145
11/01/2012,14.35,-0.003478264
10/01/2012,14.4,-0.034803922
09/01/2012,14.91,0.004032264
06/01/2012,14.85,0
05/01/2012,14.85,-0.005372746
04/01/2012,14.93,0.010097696
03/01/2012,14.78,0.038625491
30/12/2011,14.22,-0.005610113
29/12/2011,14.3,0.015504187
28/12/2011,14.08,-0.025246783
27/12/2011,14.44,-0.013755375
23/12/2011,14.64,0.021402267
22/12/2011,14.33,0.036238424
21/12/2011,13.82,0.03385165
20/12/2011,13.36,0.027315811
19/12/2011,13,0.019418086
16/12/2011,12.75,-0.088513516
15/12/2011,13.93,-0.005012542
14/12/2011,14,-0.009950331
13/12/2011,14.14,-0.023760726
12/12/2011,14.48,0.017415975
09/12/2011,14.23,0.013442014
08/12/2011,14.04,-0.062800901
07/12/2011,14.95,0.005365539
06/12/2011,14.87,-0.004696419
05/12/2011,14.94,-0.013298068
02/12/2011,15.14,0.013298068
01/12/2011,14.94,-0.004008021
30/11/2011,15,0.017485314
29/11/2011,14.74,-0.000678196
28/11/2011,14.75,0.018474696
25/11/2011,14.48,0.018118963
23/11/2011,14.22,-0.029108084
22/11/2011,14.64,-0.001365188
21/11/2011,14.66,-0.012877169
18/11/2011,14.85,-0.007380107
17/11/2011,14.96,-0.015257344
16/11/2011,15.19,-0.003942186
15/11/2011,15.25,0.009222727
14/11/2011,15.11,-0.02095689
11/11/2011,15.43,0.030933694
10/11/2011,14.96,0.022989518
09/11/2011,14.62,-0.039562652
08/11/2011,15.21,-0.005899722
07/11/2011,15.3,0.028507068
04/11/2011,14.87,-0.008704441
03/11/2011,15,0.037355787
02/11/2011,14.45,-0.009641948
01/11/2011,14.59,0.008258822
31/10/2011,14.47,-0.045262707
28/10/2011,15.14,-0.133944121
27/10/2011,17.31,-0.011487777
26/10/2011,17.51,0.001142857
25/10/2011,17.49,-0.032623816
24/10/2011,18.07,0.028060202
21/10/2011,17.57,0.035335272
20/10/2011,16.96,-0.020426739
19/10/2011,17.31,-0.013199618
18/10/2011,17.54,0.018412488
17/10/2011,17.22,-0.050392773
14/10/2011,18.11,0.031980285
13/10/2011,17.54,0.028920466
12/10/2011,17.04,-0.009345862
11/10/2011,17.2,-0.016147986
10/10/2011,17.48,0.065606979
07/10/2011,16.37,-0.019359346
06/10/2011,16.69,0.029181402
05/10/2011,16.21,0.02056788
04/10/2011,15.88,0.055677809
03/10/2011,15.02,-0.046187071
30/09/2011,15.73,-0.05804098
29/09/2011,16.67,-0.023125845
28/09/2011,17.06,-0.050296315
27/09/2011,17.94,0.028266438
26/09/2011,17.44,0.026141483
23/09/2011,16.99,0.044532027
22/09/2011,16.25,-0.0356641
21/09/2011,16.84,-0.03787228
20/09/2011,17.49,-0.002854698
19/09/2011,17.54,-0.018079589
16/09/2011,17.86,0.021506205
15/09/2011,17.48,-0.019825062
14/09/2011,17.83,0.067271735
13/09/2011,16.67,0.042898735
12/09/2011,15.97,-0.001251565
09/09/2011,15.99,-0.04164717
08/09/2011,16.67,-0.025467767
07/09/2011,17.1,0.031484632
06/09/2011,16.57,-0.022083858
02/09/2011,16.94,-0.051765438
01/09/2011,17.84,-0.012256421
31/08/2011,18.06,0.004439519
30/08/2011,17.98,-0.00166713
29/08/2011,18.01,0.037334653
26/08/2011,17.35,0.0197911
25/08/2011,17.01,-0.008779688
24/08/2011,17.16,-0.009280809
23/08/2011,17.32,0.048501522
22/08/2011,16.5,-0.028086698
19/08/2011,16.97,-0.011716596
18/08/2011,17.17,-0.083218521
17/08/2011,18.66,-0.003744321
16/08/2011,18.73,-0.021131267
15/08/2011,19.13,0.020597507
12/08/2011,18.74,0.014512483
11/08/2011,18.47,0.091203842
10/08/2011,16.86,-0.009445171
09/08/2011,17.02,-0.137050458
08/08/2011,19.52,-0.096613354
05/08/2011,21.5,-0.013857035
04/08/2011,21.8,-0.057922648
03/08/2011,23.1,0.003034904
02/08/2011,23.03,-0.042921396
01/08/2011,24.04,-0.013223333
29/07/2011,24.36,-0.016690801
28/07/2011,24.77,-0.016813847
27/07/2011,25.19,-0.011839128
26/07/2011,25.49,-0.002351098
25/07/2011,25.55,-0.017459221
22/07/2011,26,0
21/07/2011,26,0.005785937
20/07/2011,25.85,-0.014593193
19/07/2011,26.23,0.022750162
18/07/2011,25.64,-0.010475363
15/07/2011,25.91,-0.00730632
14/07/2011,26.1,-0.006492289
13/07/2011,26.27,-0.001521491
12/07/2011,26.31,-0.00945723
11/07/2011,26.56,-0.024545673
08/07/2011,27.22,-0.00950647
07/07/2011,27.48,0.004376375
06/07/2011,27.36,0.036855092
05/07/2011,26.37,0.015670109
01/07/2011,25.96,-0.332778432
30/06/2011,36.21,0.012505373
29/06/2011,35.76,0.012097489
28/06/2011,35.33,0.021746207
27/06/2011,34.57,0.001157743
24/06/2011,34.53,-0.005775355
23/06/2011,34.73,-0.017977371
22/06/2011,35.36,-0.01710402
21/06/2011,35.97,0.018802294
20/06/2011,35.3,-0.020746469
17/06/2011,36.04,0.003056832
16/06/2011,35.93,-0.002501739
15/06/2011,36.02,-0.011043735
14/06/2011,36.42,0.026148917
13/06/2011,35.48,0.00621998
10/06/2011,35.26,-0.004527455
09/06/2011,35.42,0.004527455
08/06/2011,35.26,-0.01099997
07/06/2011,35.65,0.043865424
06/06/2011,34.12,-0.015702562
03/06/2011,34.66,-0.014891455
02/06/2011,35.18,0.016913116
01/06/2011,34.59,-0.026531295
31/05/2011,35.52,0.017609089
27/05/2011,34.9,0.007766471
26/05/2011,34.63,0.023668015
25/05/2011,33.82,-0.002067642
24/05/2011,33.89,-0.006177399
23/05/2011,34.1,-0.01166194
20/05/2011,34.5,0.012248622
19/05/2011,34.08,0.010323053
18/05/2011,33.73,0.011030072
17/05/2011,33.36,-0.030698987
16/05/2011,34.4,-0.014430265
13/05/2011,34.9,-0.00457405
12/05/2011,35.06,-0.004837113
11/05/2011,35.23,0.004266825
10/05/2011,35.08,0.028040571
09/05/2011,34.11,-0.007884404
06/05/2011,34.38,0.013765044
05/05/2011,33.91,-0.039322788
04/05/2011,35.27,-0.001416631
03/05/2011,35.32,-0.001414627
02/05/2011,35.37,0.003966011
29/04/2011,35.23,-0.004248696
28/04/2011,35.38,0.016529302
27/04/2011,34.8,-0.004014918
26/04/2011,34.94,0.006316415
25/04/2011,34.72,0.004618946
21/04/2011,34.56,0.005221944
20/04/2011,34.38,0.030717123
19/04/2011,33.34,0.01115982
18/04/2011,32.97,-0.019820469
15/04/2011,33.63,-0.00059453
14/04/2011,33.65,-0.002078077
13/04/2011,33.72,0.00505427
12/04/2011,33.55,-0.004164194
11/04/2011,33.69,0.011343405
08/04/2011,33.31,-0.013419018
07/04/2011,33.76,0.000889021
06/04/2011,33.73,-0.033239212
05/04/2011,34.87,-0.002291608
04/04/2011,34.95,0.008332184
01/04/2011,34.66,0.001443627
31/03/2011,34.61,0.00812305
30/03/2011,34.33,0.000291333
29/03/2011,34.32,-0.000873744
28/03/2011,34.35,-0.014451119
25/03/2011,34.85,-0.000286903
24/03/2011,34.86,0.009511529
23/03/2011,34.53,-0.006351061
22/03/2011,34.75,-0.011160511
21/03/2011,35.14,0.004849532
18/03/2011,34.97,0.003724399
17/03/2011,34.84,0.014455297
16/03/2011,34.34,-0.016462466
15/03/2011,34.91,-0.004287558
14/03/2011,35.06,-0.010498039
11/03/2011,35.43,0.006228786
10/03/2011,35.21,-0.011577145
09/03/2011,35.62,-0.013385587
08/03/2011,36.1,0.006112828
07/03/2011,35.88,-0.012739026
04/03/2011,36.34,-0.021775493
03/03/2011,37.14,0.018478787
02/03/2011,36.46,0.011308906
01/03/2011,36.05,-0.021948755
28/02/2011,36.85,-0.003521607
25/02/2011,36.98,0.016907957
24/02/2011,36.36,0.002754064
23/02/2011,36.26,-0.014239014
22/02/2011,36.78,-0.022581605
18/02/2011,37.62,0.004262127
17/02/2011,37.46,0.0188634
16/02/2011,36.76,-0.017795023
15/02/2011,37.42,-0.007985137
14/02/2011,37.72,0.00079565
11/02/2011,37.69,0.010401481
10/02/2011,37.3,0.004298771
09/02/2011,37.14,0.02674102
08/02/2011,36.16,0.002492041
07/02/2011,36.07,0.00110957
04/02/2011,36.03,0.018205236
03/02/2011,35.38,0.023449745
02/02/2011,34.56,-0.003754517
01/02/2011,34.69,0.024512462
31/01/2011,33.85,-0.005891033
28/01/2011,34.05,-0.020061728
27/01/2011,34.74,0.007512315
26/01/2011,34.48,0.001160766
