Date,Close,YHOO
03/10/2011,13.53,0.026967926
30/09/2011,13.17,-0.018804616
29/09/2011,13.42,-0.05579136
28/09/2011,14.19,-0.024365981
27/09/2011,14.54,-0.014339611
26/09/2011,14.75,0.002715548
23/09/2011,14.71,0.050184746
22/09/2011,13.99,0.002146691
21/09/2011,13.96,-0.028250466
20/09/2011,14.36,-0.017259662
19/09/2011,14.61,-0.024341973
16/09/2011,14.97,0.005358352
15/09/2011,14.89,0.023098853
14/09/2011,14.55,0.020132579
13/09/2011,14.26,0
12/09/2011,14.26,-0.015309972
09/09/2011,14.48,0.002766253
08/09/2011,14.44,0.059197317
07/09/2011,13.61,0.052802612
06/09/2011,12.91,0.003103183
02/09/2011,12.87,-0.036617363
01/09/2011,13.35,-0.019288432
31/08/2011,13.61,-0.016758134
30/08/2011,13.84,0.011628038
29/08/2011,13.68,0.071188262
26/08/2011,12.74,-0.010152371
25/08/2011,12.87,-0.021522737
24/08/2011,13.15,-0.015094626
23/08/2011,13.35,0.038951087
22/08/2011,12.84,-0.0062112
19/08/2011,12.92,-0.003091193
18/08/2011,12.96,-0.038597299
17/08/2011,13.47,-0.000742115
16/08/2011,13.48,0.000742115
15/08/2011,13.47,-0.008869238
12/08/2011,13.59,0.055212509
11/08/2011,12.86,0.088567798
10/08/2011,11.77,-0.026824743
09/08/2011,12.09,0.086334863
08/08/2011,11.09,-0.056958013
05/08/2011,11.74,-0.021904835
04/08/2011,12,-0.081579987
03/08/2011,13.02,0.020171359
02/08/2011,12.76,-0.026296952
01/08/2011,13.1,0
29/07/2011,13.1,-0.030077455
28/07/2011,13.5,-0.006644543
27/07/2011,13.59,-0.025428177
26/07/2011,13.94,0.018096766
25/07/2011,13.69,-0.020962098
22/07/2011,13.98,0.028293509
21/07/2011,13.59,0.008127123
20/07/2011,13.48,-0.079129257
19/07/2011,14.59,0.011720231
18/07/2011,14.42,-0.018550858
15/07/2011,14.69,0.004092775
14/07/2011,14.63,-0.018957914
13/07/2011,14.91,0.003359089
12/07/2011,14.86,-0.012704952
11/07/2011,15.05,-0.036533743
08/07/2011,15.61,-0.012730917
07/07/2011,15.81,0.005708864
06/07/2011,15.72,0.014739133
05/07/2011,15.49,0.002585651
01/07/2011,15.45,0.026895685
30/06/2011,15.04,0.010023472
29/06/2011,14.89,-0.004021453
28/06/2011,14.95,0.00469327
27/06/2011,14.88,-0.000671817
24/06/2011,14.89,-0.012679516
23/06/2011,15.08,-0.009897804
22/06/2011,15.23,-0.007848307
21/06/2011,15.35,0.023732162
20/06/2011,14.99,0.019535818
17/06/2011,14.7,-0.005427422
16/06/2011,14.78,-0.002027713
15/06/2011,14.81,-0.0259928
14/06/2011,15.2,0.002635048
13/06/2011,15.16,-0.002635048
10/06/2011,15.2,-0.001314925
09/06/2011,15.22,0.007915609
08/06/2011,15.1,-0.02291426
07/06/2011,15.45,0
06/06/2011,15.45,-0.014777012
03/06/2011,15.68,-0.021451927
02/06/2011,16.02,0.010668441
01/06/2011,15.85,-0.043216601
31/05/2011,16.55,0.03254816
27/05/2011,16.02,0.002500001
26/05/2011,15.98,-0.010582109
25/05/2011,16.15,0.000619387
24/05/2011,16.14,0.004968954
23/05/2011,16.06,-0.014833399
20/05/2011,16.3,-0.00306279
19/05/2011,16.35,0.024142305
18/05/2011,15.96,-0.00250313
17/05/2011,16,0.011946071
16/05/2011,15.81,-0.045743451
13/05/2011,16.55,-0.036777573
12/05/2011,17.17,-0.001745709
11/05/2011,17.2,-0.075560405
10/05/2011,18.55,-0.000538938
09/05/2011,18.56,-0.004837419
06/05/2011,18.65,0.011866374
05/05/2011,18.43,0.012558178
04/05/2011,18.2,0.015504187
03/05/2011,17.92,-0.012202037
02/05/2011,18.14,0.024554805
29/04/2011,17.7,0.010792493
28/04/2011,17.51,0.014380461
27/04/2011,17.26,-0.001158078
26/04/2011,17.28,0.009886675
25/04/2011,17.11,0.015312431
21/04/2011,16.85,-0.00118624
20/04/2011,16.87,0.045476159
19/04/2011,16.12,-0.01416716
18/04/2011,16.35,-0.016378892
15/04/2011,16.62,-0.004202948
14/04/2011,16.69,0.003000302
13/04/2011,16.64,0.016970104
12/04/2011,16.36,-0.013960773
11/04/2011,16.59,-0.010791472
08/04/2011,16.77,-0.013621768
07/04/2011,17,-0.00293686
06/04/2011,17.05,-0.003512884
05/04/2011,17.11,0.014126191
04/04/2011,16.87,0.001779888
01/04/2011,16.84,0.009546612
31/03/2011,16.68,-0.003590668
30/03/2011,16.74,-0.000597193
29/03/2011,16.75,0.010201109
28/03/2011,16.58,-0.022660481
25/03/2011,16.96,0.007694622
24/03/2011,16.83,0.042482116
23/03/2011,16.13,-0.014158439
22/03/2011,16.36,0.004287909
21/03/2011,16.29,0.016089456
18/03/2011,16.03,0.01066175
17/03/2011,15.86,-0.003147626
16/03/2011,15.91,-0.026056065
15/03/2011,16.33,-0.058280462
14/03/2011,17.31,-0.006334602
11/03/2011,17.42,0.020882429
10/03/2011,17.06,-0.033999241
09/03/2011,17.65,0.041058094
08/03/2011,16.94,0.01426897
07/03/2011,16.7,-0.022499469
04/03/2011,17.08,0.012964236
03/03/2011,16.86,0.013735659
02/03/2011,16.63,0.032389021
01/03/2011,16.1,-0.018462063
28/02/2011,16.4,-0.006079046
25/02/2011,16.5,0.00790999
24/02/2011,16.37,-0.012746758
23/02/2011,16.58,-0.019708013
22/02/2011,16.91,-0.043397032
18/02/2011,17.66,-0.006209447
17/02/2011,17.77,0.000562905
16/02/2011,17.76,0.032039354
15/02/2011,17.2,0.018187653
14/02/2011,16.89,0.002371074
11/02/2011,16.85,0.013743867
10/02/2011,16.62,0.011497857
09/02/2011,16.43,-0.010293763
08/02/2011,16.6,-0.011976191
07/02/2011,16.8,0.000595415
04/02/2011,16.79,0.005973733
03/02/2011,16.69,0.007215906
02/02/2011,16.57,0.011532753
01/02/2011,16.38,0.016000341
31/01/2011,16.12,0.018153863
28/01/2011,15.83,-0.023104368
27/01/2011,16.2,0.039665256
26/01/2011,15.57,-0.028491956
