Date,Close,ADI
09/12/2013,49.01,-0.005291018
06/12/2013,49.27,0.009175312
05/12/2013,48.82,0.001024695
04/12/2013,48.77,-0.016068687
03/12/2013,49.56,0.023684243
02/12/2013,48.4,0.003725941
29/11/2013,48.22,-0.006614328
27/11/2013,48.54,-0.028033524
26/11/2013,49.92,0.005221944
25/11/2013,49.66,-0.002011668
22/11/2013,49.76,-0.000200944
21/11/2013,49.77,0.013960773
20/11/2013,49.08,-0.007510438
19/11/2013,49.45,-0.013258531
18/11/2013,50.11,-0.011508064
15/11/2013,50.69,0.006531443
14/11/2013,50.36,0.00019859
13/11/2013,50.35,0.009980123
12/11/2013,49.85,0.003818716
11/11/2013,49.66,-0.002815204
08/11/2013,49.8,0.013341617
07/11/2013,49.14,-0.015948657
06/11/2013,49.93,0.002807864
05/11/2013,49.79,0.012733876
04/11/2013,49.16,-0.010522153
01/11/2013,49.68,0.007678357
31/10/2013,49.3,0.010603688
30/10/2013,48.78,-0.007963289
29/10/2013,49.17,0.034975112
28/10/2013,47.48,0.015494314
25/10/2013,46.75,-0.00426895
24/10/2013,46.95,0.010061093
23/10/2013,46.48,-0.024650632
22/10/2013,47.64,-0.002306322
21/10/2013,47.75,0.001886595
18/10/2013,47.66,0.002941797
17/10/2013,47.52,0.005909684
16/10/2013,47.24,0.010854635
15/10/2013,46.73,-0.011489488
14/10/2013,47.27,0.006153866
11/10/2013,46.98,0.007049052
10/10/2013,46.65,0.020793472
09/10/2013,45.69,-0.000218842
08/10/2013,45.7,-0.020360244
07/10/2013,46.64,-0.007476271
04/10/2013,46.99,0.01436098
03/10/2013,46.32,-0.01030937
02/10/2013,46.8,-0.00660209
01/10/2013,47.11,0.001274427
30/09/2013,47.05,0.003406433
27/09/2013,46.89,-0.011872092
26/09/2013,47.45,-0.00273598
25/09/2013,47.58,-0.003357116
24/09/2013,47.74,0.003777549
23/09/2013,47.56,-0.009000584
20/09/2013,47.99,-0.008093849
19/09/2013,48.38,-0.002477293
18/09/2013,48.5,0.000206207
17/09/2013,48.49,0.00392603
16/09/2013,48.3,0.007272759
13/09/2013,47.95,-0.000208529
12/09/2013,47.96,-0.005821222
11/09/2013,48.24,0.007490672
10/09/2013,47.88,0.012187585
09/09/2013,47.3,0.005511992
06/09/2013,47.04,-0.005300553
05/09/2013,47.29,-0.003377668
04/09/2013,47.45,0.016789258
03/09/2013,46.66,0.008177364
30/08/2013,46.28,-0.004527333
29/08/2013,46.49,0.006906999
28/08/2013,46.17,0.000216614
27/08/2013,46.16,-0.022703909
26/08/2013,47.22,-0.002326812
23/08/2013,47.33,0.001903353
22/08/2013,47.24,0.006157786
21/08/2013,46.95,-0.018987912
20/08/2013,47.85,0.001463976
19/08/2013,47.78,-0.010824419
16/08/2013,48.3,0.009778503
15/08/2013,47.83,-0.021715257
14/08/2013,48.88,-0.014219212
13/08/2013,49.58,0.003434694
12/08/2013,49.41,0.008332535
09/08/2013,49,-0.002038737
08/08/2013,49.1,-0.001017812
07/08/2013,49.15,-0.005478354
06/08/2013,49.42,-0.003232326
05/08/2013,49.58,-0.005832093
02/08/2013,49.87,-0.001402665
01/08/2013,49.94,0.011276801
31/07/2013,49.38,0.009154779
30/07/2013,48.93,0.008826907
29/07/2013,48.5,-0.001236349
26/07/2013,48.56,-0.003905051
25/07/2013,48.75,0.010723963
24/07/2013,48.23,-0.003105271
23/07/2013,48.38,0.009136276
22/07/2013,47.94,-0.000834028
19/07/2013,47.98,-0.007475118
18/07/2013,48.34,-0.006597962
17/07/2013,48.66,0.002881253
16/07/2013,48.52,0.00247627
15/07/2013,48.4,0.001033592
12/07/2013,48.35,0.007265211
11/07/2013,48,0.026814654
10/07/2013,46.73,0.0101087
09/07/2013,46.26,0.01086731
08/07/2013,45.76,-0.009785878
05/07/2013,46.21,0.01153566
03/07/2013,45.68,0.008132807
02/07/2013,45.31,-0.001323335
01/07/2013,45.37,0.006856159
28/06/2013,45.06,-0.006856159
27/06/2013,45.37,0.006634257
26/06/2013,45.07,0.01227831
25/06/2013,44.52,0.011067307
24/06/2013,44.03,-0.02534052
21/06/2013,45.16,0.010909604
20/06/2013,44.67,-0.030208448
19/06/2013,46.04,-0.013376683
18/06/2013,46.66,0.015333418
17/06/2013,45.95,0.022003088
14/06/2013,44.95,-0.003331486
13/06/2013,45.1,0.021289319
12/06/2013,44.15,-0.019513908
11/06/2013,45.02,-0.020447013
10/06/2013,45.95,-0.005642376
07/06/2013,46.21,0.016143457
06/06/2013,45.47,0.001760951
05/06/2013,45.39,-0.016171681
04/06/2013,46.13,0.006742821
03/06/2013,45.82,-0.002397821
31/05/2013,45.93,-0.006726726
30/05/2013,46.24,0.013499008
29/05/2013,45.62,0.003073548
28/05/2013,45.48,0.002421575
24/05/2013,45.37,-0.002641428
23/05/2013,45.49,-0.001318102
22/05/2013,45.55,-0.02193118
21/05/2013,46.56,-0.006636009
20/05/2013,46.87,-0.003195231
17/05/2013,47.02,0.011120731
16/05/2013,46.5,-0.004077696
15/05/2013,46.69,0.00752449
14/05/2013,46.34,0.001944055
13/05/2013,46.25,-0.011608041
10/05/2013,46.79,0.008801173
09/05/2013,46.38,0.006489315
08/05/2013,46.08,0.006531702
07/05/2013,45.78,-0.000873363
06/05/2013,45.82,0.018058187
03/05/2013,45,0.017711482
02/05/2013,44.21,0.007492372
01/05/2013,43.88,-0.0025037
30/04/2013,43.99,0.007529984
29/04/2013,43.66,0.008279716
26/04/2013,43.3,-0.008050647
25/04/2013,43.65,0.004362307
24/04/2013,43.46,0.000690528
23/04/2013,43.43,0.017888734
22/04/2013,42.66,0.007057192
19/04/2013,42.36,0.000472255
18/04/2013,42.34,-0.011973379
17/04/2013,42.85,-0.043162311
16/04/2013,44.74,0.020321313
15/04/2013,43.84,-0.016962976
12/04/2013,44.59,-0.006928176
11/04/2013,44.9,-0.004444452
10/04/2013,45.1,0.023102968
09/04/2013,44.07,0.001589645
08/04/2013,44,0.008903152
05/04/2013,43.61,-0.002976533
04/04/2013,43.74,-0.007289326
03/04/2013,44.06,-0.025544745
02/04/2013,45.2,-0.004635258
01/04/2013,45.41,-0.023504891
28/03/2013,46.49,0.016045444
27/03/2013,45.75,0
26/03/2013,45.75,0.024561474
25/03/2013,44.64,-0.005807477
22/03/2013,44.9,0.007825641
21/03/2013,44.55,-0.024610487
20/03/2013,45.66,0.016562154
19/03/2013,44.91,0.001336899
18/03/2013,44.85,-0.015047861
15/03/2013,45.53,-0.021295894
14/03/2013,46.51,0.000645231
13/03/2013,46.48,0
12/03/2013,46.48,0.000860956
11/03/2013,46.44,0.008433394
08/03/2013,46.05,0.00741067
07/03/2013,45.71,-0.008929603
06/03/2013,46.12,0.007617841
05/03/2013,45.77,0.010321822
04/03/2013,45.3,0.001546449
01/03/2013,45.23,0.000221117
28/02/2013,45.22,-0.003532013
27/02/2013,45.38,0.00840899
26/02/2013,45,0.005124218
25/02/2013,44.77,-0.016613518
22/02/2013,45.52,0.008826183
21/02/2013,45.12,-0.014740119
20/02/2013,45.79,-0.026294618
19/02/2013,47.01,0.017813541
15/02/2013,46.18,-0.007765354
14/02/2013,46.54,0.006034501
13/02/2013,46.26,-0.000216146
12/02/2013,46.27,0.004114787
11/02/2013,46.08,0.008280718
08/02/2013,45.7,0.029084079
07/02/2013,44.39,-0.007853737
06/02/2013,44.74,0.001341982
05/02/2013,44.68,0.014200622
04/02/2013,44.05,-0.013976783
01/02/2013,44.67,0.023327974
31/01/2013,43.64,-0.012071665
30/01/2013,44.17,0.000452899
29/01/2013,44.15,0.002721707
28/01/2013,44.03,0.005237402
25/01/2013,43.8,0.008483371
24/01/2013,43.43,0.001843743
23/01/2013,43.35,0.004624286
22/01/2013,43.15,0.002087926
18/01/2013,43.06,0
17/01/2013,43.06,0.023021924
16/01/2013,42.08,0.001426873
15/01/2013,42.02,-0.005221944
14/01/2013,42.24,-0.000473373
11/01/2013,42.26,-0.008247955
10/01/2013,42.61,0.012041227
09/01/2013,42.1,-0.002609419
08/01/2013,42.21,-0.010370114
07/01/2013,42.65,0.00305272
04/01/2013,42.52,-0.017947108
03/01/2013,43.29,-0.016267972
02/01/2013,44,0.045092464
31/12/2012,42.06,0.014126896
28/12/2012,41.47,-0.010076861
27/12/2012,41.89,0.002390058
26/12/2012,41.79,-0.007628166
24/12/2012,42.11,-0.001897984
21/12/2012,42.19,-0.003785195
20/12/2012,42.35,0.000944956
19/12/2012,42.31,0.00355156
18/12/2012,42.16,0.014574383
17/12/2012,41.55,0.0048251
14/12/2012,41.35,-0.004102817
13/12/2012,41.52,-0.011970457
12/12/2012,42.02,-0.005458658
11/12/2012,42.25,0.019599098
10/12/2012,41.43,0.003627135
07/12/2012,41.28,0.0134132
06/12/2012,40.73,0.003936044
05/12/2012,40.57,-0.001969959
04/12/2012,40.65,0.005179442
03/12/2012,40.44,-0.003948672
30/11/2012,40.6,0
29/11/2012,40.6,0.004938282
28/11/2012,40.4,0.007204105
27/11/2012,40.11,-0.006708933
26/11/2012,40.38,-0.008875798
23/11/2012,40.74,0.015584731
21/11/2012,40.11,0.001746725
20/11/2012,40.04,-0.004236766
19/11/2012,40.21,0.022128134
16/11/2012,39.33,-0.001524391
15/11/2012,39.39,-0.00884626
14/11/2012,39.74,-0.017708406
13/11/2012,40.45,0.00495664
12/11/2012,40.25,-0.000745064
09/11/2012,40.28,0.006975614
08/11/2012,40,-0.011187189
07/11/2012,40.45,-0.021521985
06/11/2012,41.33,0.013642112
05/11/2012,40.77,0.023577218
02/11/2012,39.82,-0.01272631
01/11/2012,40.33,0.030461764
31/10/2012,39.12,0.002047084
26/10/2012,39.04,0.009005593
25/10/2012,38.69,0.013531302
24/10/2012,38.17,-0.009906233
23/10/2012,38.55,0.002857516
22/10/2012,38.44,-0.000260112
19/10/2012,38.45,-0.020083064
18/10/2012,39.23,-0.007618117
17/10/2012,39.53,0.00202583
16/10/2012,39.45,0.022818578
15/10/2012,38.56,0.011738755
12/10/2012,38.11,0.003943741
11/10/2012,37.96,-0.005778845
10/10/2012,38.18,-0.012752287
09/10/2012,38.67,-0.015905928
08/10/2012,39.29,-0.010884806
05/10/2012,39.72,0.003530899
04/10/2012,39.58,0.000758246
03/10/2012,39.55,-0.002273015
02/10/2012,39.64,0.003538038
01/10/2012,39.5,0.008134259
28/09/2012,39.18,-0.010410149
27/09/2012,39.59,0.021187774
26/09/2012,38.76,-0.006429236
25/09/2012,39.01,-0.020802374
24/09/2012,39.83,-0.012227227
21/09/2012,40.32,-0.004701233
20/09/2012,40.51,-0.010070084
19/09/2012,40.92,0.003672424
18/09/2012,40.77,-0.009520394
17/09/2012,41.16,-0.012554486
14/09/2012,41.68,0.019135863
13/09/2012,40.89,0.015527114
12/09/2012,40.26,0.000745434
11/09/2012,40.23,0.003985061
10/09/2012,40.07,-0.009438719
07/09/2012,40.45,0.002723111
06/09/2012,40.34,0.026119014
05/09/2012,39.3,-0.001525553
04/09/2012,39.36,-0.009608165
31/08/2012,39.74,0.00884626
30/08/2012,39.39,-0.003294896
29/08/2012,39.52,-0.000758821
28/08/2012,39.55,-0.001263424
27/08/2012,39.6,-0.003529119
24/08/2012,39.74,0.004286982
23/08/2012,39.57,-0.003279932
22/08/2012,39.7,-0.015992345
21/08/2012,40.34,-0.004945608
20/08/2012,40.54,-0.006883016
17/08/2012,40.82,-0.000734664
16/08/2012,40.85,0.010334738
15/08/2012,40.43,0.003717016
14/08/2012,40.28,-0.006187373
13/08/2012,40.53,0.002470357
10/08/2012,40.43,0.001732888
09/08/2012,40.36,0.004469836
08/08/2012,40.18,0.004239937
07/08/2012,40.01,0.00425799
06/08/2012,39.84,0.00100452
03/08/2012,39.8,0.018256085
02/08/2012,39.08,-0.006885148
01/08/2012,39.35,0.006885148
31/07/2012,39.08,-0.003575994
30/07/2012,39.22,-0.003817284
27/07/2012,39.37,0.026510367
26/07/2012,38.34,0.010224234
25/07/2012,37.95,0.033492749
24/07/2012,36.7,-0.007870851
23/07/2012,36.99,-0.013426625
20/07/2012,37.49,-0.013248736
19/07/2012,37.99,0.01058491
18/07/2012,37.59,0.027509825
17/07/2012,36.57,0.010721752
16/07/2012,36.18,-0.007983525
13/07/2012,36.47,0.017704474
12/07/2012,35.83,-0.016881541
11/07/2012,36.44,0.008820344
10/07/2012,36.12,-0.005246457
09/07/2012,36.31,-0.008501354
06/07/2012,36.62,-0.021877983
05/07/2012,37.43,0.004015532
03/07/2012,37.28,0.001073537
02/07/2012,37.24,-0.011480569
29/06/2012,37.67,0.031003966
28/06/2012,36.52,-0.015217685
27/06/2012,37.08,0.012210164
26/06/2012,36.63,-0.00896867
25/06/2012,36.96,-0.020619287
22/06/2012,37.73,0.010926158
21/06/2012,37.32,-0.025136923
20/06/2012,38.27,0.00708014
19/06/2012,38,0.011646505
18/06/2012,37.56,0.017457137
15/06/2012,36.91,0.012815445
14/06/2012,36.44,-0.004927467
13/06/2012,36.62,-0.018398787
12/06/2012,37.3,0.02634948
11/06/2012,36.33,-0.020973123
08/06/2012,37.1,0.007032758
07/06/2012,36.84,-0.012945165
06/06/2012,37.32,0.030470257
05/06/2012,36.2,0.014468811
04/06/2012,35.68,-0.001680202
01/06/2012,35.74,-0.017473749
31/05/2012,36.37,0.00606731
30/05/2012,36.15,-0.020534602
29/05/2012,36.9,0.019428713
25/05/2012,36.19,0.005263899
24/05/2012,36,0.008928631
23/05/2012,35.68,-0.003357586
22/05/2012,35.8,-0.001953398
21/05/2012,35.87,0.021985102
18/05/2012,35.09,-0.016674118
17/05/2012,35.68,-0.018603896
16/05/2012,36.35,-0.015017347
15/05/2012,36.9,-0.007828357
14/05/2012,37.19,-0.003757385
11/05/2012,37.33,0.005372025
10/05/2012,37.13,0.001077877
09/05/2012,37.09,-0.009659318
08/05/2012,37.45,0.000267058
07/05/2012,37.44,-0.001601281
04/05/2012,37.5,-0.018494583
03/05/2012,38.2,-0.020469687
02/05/2012,38.99,-0.001281559
01/05/2012,39.04,0.001538067
30/04/2012,38.98,0.000256575
27/04/2012,38.97,0.015255629
26/04/2012,38.38,0.014434052
25/04/2012,37.83,0.009828742
24/04/2012,37.46,0.006427446
23/04/2012,37.22,-0.015727367
20/04/2012,37.81,-0.012353949
19/04/2012,38.28,-0.002869442
18/04/2012,38.39,-0.006491
17/04/2012,38.64,0.018545654
16/04/2012,37.93,-0.002895882
13/04/2012,38.04,-0.020554906
12/04/2012,38.83,0.023187179
11/04/2012,37.94,0.008735992
10/04/2012,37.61,-0.011368265
09/04/2012,38.04,-0.019524244
05/04/2012,38.79,0.002581313
04/04/2012,38.69,-0.010029658
03/04/2012,39.08,-0.020765497
02/04/2012,39.9,-0.012453461
30/03/2012,40.4,0.009700362
29/03/2012,40.01,-0.00274554
28/03/2012,40.12,-0.00645965
27/03/2012,40.38,-0.001484781
26/03/2012,40.44,0.012941943
23/03/2012,39.92,0.002508153
22/03/2012,39.82,-0.008004045
21/03/2012,40.14,0.00224467
20/03/2012,40.05,-0.005974626
19/03/2012,40.29,0.014752112
16/03/2012,39.7,-0.002264437
15/03/2012,39.79,0.018772748
14/03/2012,39.05,-0.009430425
13/03/2012,39.42,0.019985292
12/03/2012,38.64,-0.006449139
09/03/2012,38.89,0.008003141
08/03/2012,38.58,0.009898492
07/03/2012,38.2,0.003146306
06/03/2012,38.08,0.003156236
05/03/2012,37.96,-0.0182725
02/03/2012,38.66,-0.012594949
01/03/2012,39.15,-0.001531394
29/02/2012,39.21,-0.009139439
28/02/2012,39.57,0.019135678
27/02/2012,38.82,-0.000772499
24/02/2012,38.85,-0.01227951
23/02/2012,39.33,-0.012381712
22/02/2012,39.82,-0.00924891
21/02/2012,40.19,-0.005706504
17/02/2012,40.42,0.001485516
16/02/2012,40.36,0.018505154
15/02/2012,39.62,0.004807093
14/02/2012,39.43,-0.001773724
13/02/2012,39.5,0.001013171
10/02/2012,39.46,-0.016088834
09/02/2012,40.1,0.005250668
08/02/2012,39.89,0.005530431
07/02/2012,39.67,0.002523979
06/02/2012,39.57,-0.012806201
03/02/2012,40.08,0.018635644
02/02/2012,39.34,-0.000254162
01/02/2012,39.35,0.005606539
31/01/2012,39.13,0.001278609
30/01/2012,39.08,-0.007139245
27/01/2012,39.36,0.002034589
26/01/2012,39.28,-0.01264879
25/01/2012,39.78,-0.001758132
24/01/2012,39.85,0.008821733
23/01/2012,39.5,-0.007063602
20/01/2012,39.78,0.002769039
19/01/2012,39.67,0.013194812
18/01/2012,39.15,0.055402013
17/01/2012,37.04,0.011403871
13/01/2012,36.62,-0.018666848
12/01/2012,37.31,0.01077887
11/01/2012,36.91,0.00407222
10/01/2012,36.76,0.004362057
09/01/2012,36.6,0.019310945
06/01/2012,35.9,-0.00666299
05/01/2012,36.14,0.004437057
04/01/2012,35.98,-0.001388696
03/01/2012,36.03,0.006962847
30/12/2011,35.78,-0.001954489
29/12/2011,35.85,0.006997929
28/12/2011,35.6,-0.021673535
27/12/2011,36.38,0.004683849
23/12/2011,36.21,0.007484442
22/12/2011,35.94,0.023080113
21/12/2011,35.12,-0.004545462
20/12/2011,35.28,0.052965536
19/12/2011,33.46,-0.020704673
16/12/2011,34.16,0.003225336
15/12/2011,34.05,0.010628975
14/12/2011,33.69,-0.006508899
13/12/2011,33.91,-0.013183141
12/12/2011,34.36,-0.024152985
09/12/2011,35.2,0.013154322
08/12/2011,34.74,-0.030056133
07/12/2011,35.8,-0.001953398
06/12/2011,35.87,-0.002227793
05/12/2011,35.95,0.019379907
02/12/2011,35.26,0.001419044
01/12/2011,35.21,0.009990093
30/11/2011,34.86,0.047886958
29/11/2011,33.23,0.009980425
28/11/2011,32.9,0.019024814
25/11/2011,32.28,-0.007099891
23/11/2011,32.51,-0.024610083
22/11/2011,33.32,-0.030153038
21/11/2011,34.34,-0.027572108
18/11/2011,35.3,-0.005649733
17/11/2011,35.5,-0.02914849
16/11/2011,36.55,-0.003005056
15/11/2011,36.66,0.007941983
14/11/2011,36.37,-0.013382693
11/11/2011,36.86,0.026668247
10/11/2011,35.89,0.017993176
09/11/2011,35.25,-0.051959739
08/11/2011,37.13,0.010559188
07/11/2011,36.74,-0.013785865
04/11/2011,37.25,0.017876966
03/11/2011,36.59,0.030242283
02/11/2011,35.5,0.001973778
01/11/2011,35.43,-0.031669313
31/10/2011,36.57,-0.030431862
28/10/2011,37.7,0.01200815
27/10/2011,37.25,0.029145465
26/10/2011,36.18,0.006655599
25/10/2011,35.94,-0.003610614
24/10/2011,36.07,0.026406029
21/10/2011,35.13,0.028878703
20/10/2011,34.13,-0.020015171
19/10/2011,34.82,-0.024398373
18/10/2011,35.68,0.025835362
17/10/2011,34.77,-0.029751451
14/10/2011,35.82,0.003635859
13/10/2011,35.69,0.022670282
12/10/2011,34.89,0.006613971
11/10/2011,34.66,-0.008904267
10/10/2011,34.97,0.020803986
07/10/2011,34.25,0.009386986
06/10/2011,33.93,0.014247792
05/10/2011,33.45,0.034675007
04/10/2011,32.31,0.039134056
03/10/2011,31.07,-0.005776653
30/09/2011,31.25,-0.036447641
29/09/2011,32.41,-0.004310352
28/09/2011,32.55,-0.031748698
27/09/2011,33.6,0.029293956
26/09/2011,32.63,-0.006719634
23/09/2011,32.85,0.023718962
22/09/2011,32.08,-0.035521187
21/09/2011,33.24,-0.027594096
20/09/2011,34.17,-0.012216557
19/09/2011,34.59,-0.000289059
16/09/2011,34.6,0.006960585
15/09/2011,34.36,-0.001163467
14/09/2011,34.4,0.033099948
13/09/2011,33.28,0.013613884
12/09/2011,32.83,0.022175223
09/09/2011,32.11,-0.016983579
08/09/2011,32.66,-0.002141001
07/09/2011,32.73,0.034818562
06/09/2011,31.61,-0.012574828
02/09/2011,32.01,-0.025598931
01/09/2011,32.84,-0.005466154
31/08/2011,33.02,-0.003023891
30/08/2011,33.12,0
29/08/2011,33.12,0.022596381
26/08/2011,32.38,0.018389173
25/08/2011,31.79,-0.017462246
24/08/2011,32.35,-0.012594238
23/08/2011,32.76,0.048790164
22/08/2011,31.2,0.012903405
19/08/2011,30.8,-0.002917817
18/08/2011,30.89,-0.025568667
17/08/2011,31.69,0.010786907
16/08/2011,31.35,-0.023018516
15/08/2011,32.08,0.018562748
12/08/2011,31.49,-0.000317511
11/08/2011,31.5,0.026702568
10/08/2011,30.67,-0.010702226
09/08/2011,31,0.026807751
08/08/2011,30.18,-0.042808092
05/08/2011,31.5,-0.004118491
04/08/2011,31.63,-0.057439402
03/08/2011,33.5,0.015644122
02/08/2011,32.98,-0.032809385
01/08/2011,34.08,-0.009345862
29/07/2011,34.4,-0.008394897
28/07/2011,34.69,-0.004601676
27/07/2011,34.85,-0.054172932
26/07/2011,36.79,0.010657294
25/07/2011,36.4,-0.017969446
22/07/2011,37.06,0.01549997
21/07/2011,36.49,0.010468415
20/07/2011,36.11,0.000554017
19/07/2011,36.09,0.017610518
18/07/2011,35.46,-0.008704253
15/07/2011,35.77,-0.003349152
14/07/2011,35.89,-0.0102565
13/07/2011,36.26,-0.008239541
12/07/2011,36.56,-0.052741916
11/07/2011,38.54,-0.027637378
08/07/2011,39.62,-0.014284167
07/07/2011,40.19,0.014031801
06/07/2011,39.63,0.004298907
05/07/2011,39.46,-0.012841672
01/07/2011,39.97,0.020984211
30/06/2011,39.14,0.021695066
29/06/2011,38.3,0.00052233
28/06/2011,38.28,0.011560822
27/06/2011,37.84,0.013837368
24/06/2011,37.32,-0.017530329
23/06/2011,37.98,0.017530329
22/06/2011,37.32,-0.006144002
21/06/2011,37.55,0.021807298
20/06/2011,36.74,0.004364437
17/06/2011,36.58,-0.004092217
16/06/2011,36.73,-0.006242387
15/06/2011,36.96,-0.024850978
14/06/2011,37.89,0.010879768
13/06/2011,37.48,-0.010351785
10/06/2011,37.87,-0.014939342
09/06/2011,38.44,-0.002598079
08/06/2011,38.54,-0.023083867
07/06/2011,39.44,0.011218884
06/06/2011,39,-0.002049181
03/06/2011,39.08,-0.019260606
02/06/2011,39.84,-0.000501882
01/06/2011,39.86,-0.032336521
31/05/2011,41.17,0.015174055
27/05/2011,40.55,0.004201168
26/05/2011,40.38,0.010455659
25/05/2011,39.96,-0.01218769
24/05/2011,40.45,-0.014236863
23/05/2011,41.03,-0.018592833
20/05/2011,41.8,-0.012127125
19/05/2011,42.31,-0.006830789
18/05/2011,42.6,0.057241267
17/05/2011,40.23,-0.007922795
16/05/2011,40.55,-0.005901173
13/05/2011,40.79,-0.016533321
12/05/2011,41.47,0.017514435
11/05/2011,40.75,-0.015100141
10/05/2011,41.37,0.013383823
09/05/2011,40.82,0.007129717
06/05/2011,40.53,0.004698908
05/05/2011,40.34,-0.001486252
04/05/2011,40.4,0.005460426
03/05/2011,40.18,-0.00521287
02/05/2011,40.39,0.001982652
29/04/2011,40.31,-0.005689564
28/04/2011,40.54,-0.00024664
27/04/2011,40.55,0.014156451
26/04/2011,39.98,0.020723511
25/04/2011,39.16,0.001533351
21/04/2011,39.1,0.003073773
20/04/2011,38.98,0.042983556
19/04/2011,37.34,0.008606831
18/04/2011,37.02,-0.030329539
15/04/2011,38.16,0.012923825
14/04/2011,37.67,-0.004766958
13/04/2011,37.85,0.002645504
12/04/2011,37.75,-0.018113108
11/04/2011,38.44,-0.016000341
08/04/2011,39.06,-0.006888661
07/04/2011,39.33,0.001272103
06/04/2011,39.28,0.023178993
05/04/2011,38.38,-0.003121751
04/04/2011,38.5,-0.016997576
01/04/2011,39.16,-0.005602256
31/03/2011,39.38,-0.003042599
30/03/2011,39.5,0
29/03/2011,39.5,0.013765193
28/03/2011,38.96,-0.001538856
25/03/2011,39.02,-0.002048132
24/03/2011,39.1,0.018585976
23/03/2011,38.38,0.010740116
22/03/2011,37.97,-0.003942705
21/03/2011,38.12,0.007901016
18/03/2011,37.82,0.01223745
17/03/2011,37.36,0.022193062
16/03/2011,36.54,-0.028596499
15/03/2011,37.6,-0.015045816
14/03/2011,38.17,0.000524109
11/03/2011,38.15,0.00604708
10/03/2011,37.92,-0.01543927
09/03/2011,38.51,-0.033451351
08/03/2011,39.82,0.005035257
07/03/2011,39.62,-0.025172669
04/03/2011,40.63,-0.008089271
03/03/2011,40.96,0.030237744
02/03/2011,39.74,0.014447089
01/03/2011,39.17,-0.017963797
28/02/2011,39.88,-0.002754478
25/02/2011,39.99,0.018168554
24/02/2011,39.27,0.001529052
23/02/2011,39.21,-0.021446514
22/02/2011,40.06,-0.026116291
18/02/2011,41.12,-0.001700887
17/02/2011,41.19,0.008533515
16/02/2011,40.84,-0.003910073
15/02/2011,41,0.000243932
14/02/2011,40.99,0.009806404
11/02/2011,40.59,0.014892308
10/02/2011,39.99,0.004511286
09/02/2011,39.81,0.004784096
08/02/2011,39.62,-0.006039274
07/02/2011,39.86,-0.003506139
04/02/2011,40,0.019437694
03/02/2011,39.23,-0.013419622
02/02/2011,39.76,0.002266147
01/02/2011,39.67,0.021402091
31/01/2011,38.83,0.013743248
28/01/2011,38.3,-0.022716516
27/01/2011,39.18,0.007429264
