Date,Close,AIZ
02/10/2013,54.19,-0.0031322
01/10/2013,54.36,0.004794403
30/09/2013,54.1,-0.003690041
27/09/2013,54.3,-0.011899454
26/09/2013,54.95,0.003098517
25/09/2013,54.78,0.003474448
24/09/2013,54.59,0.011051872
23/09/2013,53.99,0.003339521
20/09/2013,53.81,-0.021873862
19/09/2013,55,-0.01461988
18/09/2013,55.81,-0.006073616
17/09/2013,56.15,0.002496435
16/09/2013,56.01,0.01438615
13/09/2013,55.21,0.00199438
12/09/2013,55.1,-0.013161643
11/09/2013,55.83,0.00053749
10/09/2013,55.8,0.023940208
09/09/2013,54.48,0.01404829
06/09/2013,53.72,-0.007048814
05/09/2013,54.1,-0.006632301
04/09/2013,54.46,0.0110784
03/09/2013,53.86,0.015341742
30/08/2013,53.04,-0.010502722
29/08/2013,53.6,0.00336386
28/08/2013,53.42,-0.007459938
27/08/2013,53.82,-0.031638371
26/08/2013,55.55,-0.008603745
23/08/2013,56.03,0.008063837
22/08/2013,55.58,0.013221238
21/08/2013,54.85,-0.004366025
20/08/2013,55.09,0.012052739
19/08/2013,54.43,-0.014590811
16/08/2013,55.23,0.009094279
15/08/2013,54.73,-0.015411419
14/08/2013,55.58,-0.003233342
13/08/2013,55.76,0.001256169
12/08/2013,55.69,0.008837644
09/08/2013,55.2,0.006907862
08/08/2013,54.82,-0.000182399
07/08/2013,54.83,0.006036788
06/08/2013,54.5,-0.000183469
05/08/2013,54.51,-0.005853318
02/08/2013,54.83,0.003105309
01/08/2013,54.66,0.009189552
31/07/2013,54.16,0.01807222
30/07/2013,53.19,-0.00281611
29/07/2013,53.34,0.004697932
26/07/2013,53.09,0.007373131
25/07/2013,52.7,-0.004543741
24/07/2013,52.94,-0.003394308
23/07/2013,53.12,-0.007501911
22/07/2013,53.52,0.00637303
19/07/2013,53.18,-0.00637303
18/07/2013,53.52,0.00224467
17/07/2013,53.4,0.002437425
16/07/2013,53.27,0.001502912
15/07/2013,53.19,0.001881822
12/07/2013,53.09,0.010984959
11/07/2013,52.51,0.004007257
10/07/2013,52.3,-0.002101042
09/07/2013,52.41,0.012093438
08/07/2013,51.78,0.016159215
05/07/2013,50.95,0.010258524
03/07/2013,50.43,-0.017299429
02/07/2013,51.31,-0.003890299
01/07/2013,51.51,0.011716596
28/06/2013,50.91,0
27/06/2013,50.91,0.012849836
26/06/2013,50.26,0.008793022
25/06/2013,49.82,0.008466086
24/06/2013,49.4,-0.016861098
21/06/2013,50.24,0.000398168
20/06/2013,50.22,-0.016000341
19/06/2013,51.03,-0.01536248
18/06/2013,51.82,0.009111239
17/06/2013,51.35,0.015504187
14/06/2013,50.56,-0.00591601
13/06/2013,50.86,0.015455033
12/06/2013,50.08,0.000599221
11/06/2013,50.05,-0.012903405
10/06/2013,50.7,0.014503085
07/06/2013,49.97,0.011067625
06/06/2013,49.42,0.016320232
05/06/2013,48.62,-0.007377083
04/06/2013,48.98,-0.012175475
03/06/2013,49.58,-0.003221912
31/05/2013,49.74,-0.016746803
30/05/2013,50.58,0.018759281
29/05/2013,49.64,-0.006625865
28/05/2013,49.97,0.005216705
24/05/2013,49.71,-0.006816386
23/05/2013,50.05,0.002200221
22/05/2013,49.94,-0.013129291
21/05/2013,50.6,0.006145326
20/05/2013,50.29,0.008988376
17/05/2013,49.84,0.010893793
16/05/2013,49.3,-0.005461731
15/05/2013,49.57,0.018939574
14/05/2013,48.64,0.014287436
13/05/2013,47.95,0.011958603
10/05/2013,47.38,-0.002950476
09/05/2013,47.52,-0.007338328
08/05/2013,47.87,-0.003961227
07/05/2013,48.06,0.002917277
06/05/2013,47.92,0.009856429
03/05/2013,47.45,-0.007558298
02/05/2013,47.81,0.009879219
01/05/2013,47.34,-0.004215858
30/04/2013,47.54,0.008237453
29/04/2013,47.15,0.013451681
26/04/2013,46.52,-0.001718213
25/04/2013,46.6,-0.023121191
24/04/2013,47.69,0.008634359
23/04/2013,47.28,0.009990518
22/04/2013,46.81,0.003209589
19/04/2013,46.66,0.01185742
18/04/2013,46.11,-0.013142492
17/04/2013,46.72,-0.016767877
16/04/2013,47.51,0.020842949
15/04/2013,46.53,-0.020421897
12/04/2013,47.49,-0.000210548
11/04/2013,47.5,0.007183635
10/04/2013,47.16,0.032761551
09/04/2013,45.64,-0.00284433
08/04/2013,45.77,0.016744167
05/04/2013,45.01,-0.007966406
04/04/2013,45.37,0.007966406
03/04/2013,45.01,-0.006422345
02/04/2013,45.3,0.007089086
01/04/2013,44.98,-0.000666741
28/03/2013,45.01,0.013645218
27/03/2013,44.4,0.007687128
26/03/2013,44.06,0.001362707
25/03/2013,44,-0.000454442
22/03/2013,44.02,0.003869357
21/03/2013,43.85,-0.015612943
20/03/2013,44.54,0.003598744
19/03/2013,44.38,0.009281334
18/03/2013,43.97,-0.001590729
15/03/2013,44.04,-0.003852696
14/03/2013,44.21,0.011145345
13/03/2013,43.72,-0.002284671
12/03/2013,43.82,0.005721494
11/03/2013,43.57,0.016896595
08/03/2013,42.84,0.006087586
07/03/2013,42.58,0.005652394
06/03/2013,42.34,-0.006121988
05/03/2013,42.6,0.016091213
04/03/2013,41.92,0.002388346
01/03/2013,41.82,-0.004056801
28/02/2013,41.99,0.022884294
27/02/2013,41.04,0.009548365
26/02/2013,40.65,0.004437877
25/02/2013,40.47,-0.028500285
22/02/2013,41.64,0.015245304
21/02/2013,41.01,-0.0068044
20/02/2013,41.29,-0.02203682
19/02/2013,42.21,0.00880434
15/02/2013,41.84,-0.004054865
14/02/2013,42.01,0.014868379
13/02/2013,41.39,0.00824847
12/02/2013,41.05,0.06465221
11/02/2013,38.48,-0.002076844
08/02/2013,38.56,0.004418461
07/02/2013,38.39,-0.010880936
06/02/2013,38.81,0.005943938
05/02/2013,38.58,0.010946161
04/02/2013,38.16,-0.0217738
01/02/2013,39,0.019679558
31/01/2013,38.24,-0.005996629
30/01/2013,38.47,-0.009314427
29/01/2013,38.83,-0.0002575
28/01/2013,38.84,0.005680366
25/01/2013,38.62,0.010934761
24/01/2013,38.2,0.006566012
23/01/2013,37.95,-0.015167655
22/01/2013,38.53,0.032711964
18/01/2013,37.29,0.002954212
17/01/2013,37.18,0.023953241
16/01/2013,36.3,-0.013136478
15/01/2013,36.78,-0.00379919
14/01/2013,36.92,0.019970572
11/01/2013,36.19,0.002767019
10/01/2013,36.09,0.018174693
09/01/2013,35.44,0.005659325
08/01/2013,35.24,0.001988355
07/01/2013,35.17,-0.021379155
04/01/2013,35.93,0.015143307
03/01/2013,35.39,-0.002539863
02/01/2013,35.48,0.02222947
31/12/2012,34.7,0.011594333
28/12/2012,34.3,-0.006103783
27/12/2012,34.51,-0.009517015
26/12/2012,34.84,0.000574218
24/12/2012,34.82,0.000861945
21/12/2012,34.79,-0.012568003
20/12/2012,35.23,-0.005660927
19/12/2012,35.43,-0.002536999
18/12/2012,35.52,0.012464751
17/12/2012,35.08,0.015513095
14/12/2012,34.54,-0.013515662
13/12/2012,35.01,-0.001427145
12/12/2012,35.06,0.000856042
11/12/2012,35.03,0.003718008
10/12/2012,34.9,0.002582127
07/12/2012,34.81,0.006340079
06/12/2012,34.59,-0.006340079
05/12/2012,34.81,0
04/12/2012,34.81,0.02472134
03/12/2012,33.96,-0.007334638
30/11/2012,34.21,0.006745883
29/11/2012,33.98,-0.000294247
28/11/2012,33.99,0.004718381
27/11/2012,33.83,-0.011462286
26/11/2012,34.22,-0.00379175
23/11/2012,34.35,0.010829902
21/11/2012,33.98,-0.012284448
20/11/2012,34.4,-0.006086093
19/11/2012,34.61,-0.027078753
16/11/2012,35.56,0.01673086
15/11/2012,34.97,0.003437414
14/11/2012,34.85,-0.0291269
13/11/2012,35.88,-0.011362184
12/11/2012,36.29,-0.009598319
09/11/2012,36.64,0.015679045
08/11/2012,36.07,-0.017042743
07/11/2012,36.69,-0.030333825
06/11/2012,37.82,0.00929745
05/11/2012,37.47,-0.003463438
02/11/2012,37.6,-0.010318917
01/11/2012,37.99,0.004749349
31/10/2012,37.81,-0.001057362
26/10/2012,37.85,-0.004481357
25/10/2012,38.02,-0.022367643
24/10/2012,38.88,0.00619197
23/10/2012,38.64,-0.056597525
22/10/2012,40.89,0.013789925
19/10/2012,40.33,-0.016476458
18/10/2012,41,0.002931121
17/10/2012,40.88,0.009092089
16/10/2012,40.51,0.013669903
15/10/2012,39.96,0.014620881
12/10/2012,39.38,-0.012115242
11/10/2012,39.86,0.018228353
10/10/2012,39.14,0.00486619
09/10/2012,38.95,-0.009963041
08/10/2012,39.34,-0.008605469
05/10/2012,39.68,0.015748357
04/10/2012,39.06,0.018866046
03/10/2012,38.33,0.016838072
02/10/2012,37.69,0.01013342
01/10/2012,37.31,0.000268061
28/09/2012,37.3,0.003760413
27/09/2012,37.16,-0.001881974
26/09/2012,37.23,0.002420332
25/09/2012,37.14,-0.005638356
24/09/2012,37.35,0
21/09/2012,37.35,-0.00213961
20/09/2012,37.43,-0.002668091
19/09/2012,37.53,-0.001863437
18/09/2012,37.6,-0.002656044
17/09/2012,37.7,-0.012127752
14/09/2012,38.16,0.006309169
13/09/2012,37.92,0.012739026
12/09/2012,37.44,0.010201431
11/09/2012,37.06,0.016048216
10/09/2012,36.47,-0.001917546
07/09/2012,36.54,0.003289477
06/09/2012,36.42,0.014938037
05/09/2012,35.88,0.01743086
04/09/2012,35.26,0.000283648
31/08/2012,35.25,0.018900906
30/08/2012,34.59,0.017792507
29/08/2012,33.98,0.015122601
28/08/2012,33.47,-0.01747416
27/08/2012,34.06,-0.003517002
24/08/2012,34.18,0.008520692
23/08/2012,33.89,-0.019287565
22/08/2012,34.55,-0.002312808
21/08/2012,34.63,-0.000288725
20/08/2012,34.64,0.000288725
17/08/2012,34.63,0.006082568
16/08/2012,34.42,0.0014537
15/08/2012,34.37,0.002330324
14/08/2012,34.29,-0.017919555
13/08/2012,34.91,-0.026570246
10/08/2012,35.85,-0.010543938
09/08/2012,36.23,0.001657459
08/08/2012,36.17,-0.001381406
07/08/2012,36.22,-0.011801976
06/08/2012,36.65,0
03/08/2012,36.65,0.0184502
02/08/2012,35.98,-0.011605546
01/08/2012,36.4,0.005233451
31/07/2012,36.21,0.001105278
30/07/2012,36.17,0.017571223
27/07/2012,35.54,0.021616314
26/07/2012,34.78,0.043184857
25/07/2012,33.31,0.00753356
24/07/2012,33.06,-0.020359985
23/07/2012,33.74,-0.004730937
20/07/2012,33.9,-0.015803665
19/07/2012,34.44,-0.00521287
18/07/2012,34.62,0
17/07/2012,34.62,0.011036998
16/07/2012,34.24,-0.004662013
13/07/2012,34.4,0.014936579
12/07/2012,33.89,-0.013773111
11/07/2012,34.36,-0.004645769
10/07/2012,34.52,-0.003758859
09/07/2012,34.65,-0.007189104
06/07/2012,34.9,-0.00228964
05/07/2012,34.98,-0.017850028
03/07/2012,35.61,0.022147413
02/07/2012,34.83,-0.000287068
29/06/2012,34.84,0.006334602
28/06/2012,34.62,-0.008055279
27/06/2012,34.9,0.014430265
26/06/2012,34.4,0.011990201
25/06/2012,33.99,-0.004696222
22/06/2012,34.15,-0.000292783
21/06/2012,34.16,-0.023435182
20/06/2012,34.97,0.008904267
19/06/2012,34.66,0.026605867
18/06/2012,33.75,-0.003253959
15/06/2012,33.86,0.004439847
14/06/2012,33.71,0.010436952
13/06/2012,33.36,-0.001796946
12/06/2012,33.42,0.002996706
11/06/2012,33.32,-0.019319965
08/06/2012,33.97,0.008870549
07/06/2012,33.67,-0.010929071
06/06/2012,34.04,0.028305182
05/06/2012,33.09,0.015839503
04/06/2012,32.57,-0.008560126
01/06/2012,32.85,-0.016005173
31/05/2012,33.38,0.007517702
30/05/2012,33.13,-0.010210299
29/05/2012,33.47,0.006594748
25/05/2012,33.25,-0.01817961
24/05/2012,33.86,0.000295377
23/05/2012,33.85,-0.014954098
22/05/2012,34.36,-0.045514112
21/05/2012,35.96,0.019658033
18/05/2012,35.26,-0.029894669
17/05/2012,36.33,-0.00603734
16/05/2012,36.55,-0.024325524
15/05/2012,37.45,-0.008773152
14/05/2012,37.78,-0.000793756
11/05/2012,37.81,0.006367758
10/05/2012,37.57,-0.00292359
09/05/2012,37.68,0.002125399
08/05/2012,37.6,-0.008474627
07/05/2012,37.92,0.001583532
04/05/2012,37.86,-0.027356141
03/05/2012,38.91,-0.009973232
02/05/2012,39.3,-0.031804358
01/05/2012,40.57,0.005685345
30/04/2012,40.34,-0.007409271
27/04/2012,40.64,0.002957124
26/04/2012,40.52,-0.006886402
25/04/2012,40.8,0.03010552
24/04/2012,39.59,0.004810745
23/04/2012,39.4,0.010973697
20/04/2012,38.97,-0.002818708
19/04/2012,39.08,-0.001023018
18/04/2012,39.12,-0.010173028
17/04/2012,39.52,0.014528101
16/04/2012,38.95,0.005664279
13/04/2012,38.73,-0.018419554
12/04/2012,39.45,0.014296899
11/04/2012,38.89,0.011118408
10/04/2012,38.46,-0.008801506
09/04/2012,38.8,-0.008980176
05/04/2012,39.15,-0.016968876
04/04/2012,39.82,-0.00924891
03/04/2012,40.19,-0.008424232
02/04/2012,40.53,0.000740467
30/03/2012,40.5,0.003462779
29/03/2012,40.36,-0.022781144
28/03/2012,41.29,-0.010599955
27/03/2012,41.73,0.00576786
26/03/2012,41.49,0.021930703
23/03/2012,40.59,0.014392308
22/03/2012,40.01,-0.006228997
21/03/2012,40.26,-0.014548401
20/03/2012,40.85,0.016537462
19/03/2012,40.18,0.007494414
16/03/2012,39.88,-0.024031876
15/03/2012,40.85,-0.031565083
14/03/2012,42.16,-0.016700376
13/03/2012,42.87,0.026951986
12/03/2012,41.73,0.002399233
09/03/2012,41.63,-0.001919847
08/03/2012,41.71,-0.014991357
07/03/2012,42.34,-0.005652394
06/03/2012,42.58,-0.017922044
05/03/2012,43.35,0.012067912
02/03/2012,42.83,-0.011375631
01/03/2012,43.32,0.019816478
29/02/2012,42.47,-0.00047081
28/02/2012,42.49,-0.007736529
27/02/2012,42.82,-0.003031365
24/02/2012,42.95,-0.003254303
23/02/2012,43.09,-0.010848346
22/02/2012,43.56,-0.018874921
21/02/2012,44.39,0.008142999
17/02/2012,44.03,0.002501423
16/02/2012,43.92,0.011219351
15/02/2012,43.43,-0.004823714
14/02/2012,43.64,-0.007533422
13/02/2012,43.97,0.011666608
10/02/2012,43.46,0.005769025
09/02/2012,43.21,-0.003696008
08/02/2012,43.37,0.008102834
07/02/2012,43.02,0.035008305
06/02/2012,41.54,-0.000481348
03/02/2012,41.56,0.003615769
02/02/2012,41.41,0.02197354
01/02/2012,40.51,0.022719739
31/01/2012,39.6,0.007859085
30/01/2012,39.29,-0.014403281
27/01/2012,39.86,0.001004016
26/01/2012,39.82,0.008828409
25/01/2012,39.47,0.008651453
24/01/2012,39.13,0.003840742
23/01/2012,38.98,-0.009447281
20/01/2012,39.35,0.003054215
19/01/2012,39.23,0.005623737
18/01/2012,39.01,0.019674463
17/01/2012,38.25,0.003666845
13/01/2012,38.11,0.000262433
12/01/2012,38.1,0.001313198
11/01/2012,38.05,-0.063141356
10/01/2012,40.53,-0.007864381
09/01/2012,40.85,-0.007803014
06/01/2012,41.17,-0.001456311
05/01/2012,41.23,0.006570166
04/01/2012,40.96,-0.012374294
03/01/2012,41.47,0.009935863
30/12/2011,41.06,-0.00534371
29/12/2011,41.28,0.019076147
28/12/2011,40.5,-0.021495698
27/12/2011,41.38,0.003874097
23/12/2011,41.22,0.011467736
22/12/2011,40.75,0.010112307
21/12/2011,40.34,0.010466081
20/12/2011,39.92,0.032589442
19/12/2011,38.64,-0.019731582
16/12/2011,39.41,0.003813402
15/12/2011,39.26,0.00485128
14/12/2011,39.07,0.010290803
13/12/2011,38.67,-0.008497541
12/12/2011,39,-0.024067026
09/12/2011,39.95,0.022273763
08/12/2011,39.07,-0.035453116
07/12/2011,40.48,0.013930574
06/12/2011,39.92,0.00754341
05/12/2011,39.62,0.013467361
02/12/2011,39.09,0.001023804
01/12/2011,39.05,-0.004853758
30/11/2011,39.24,0.05204469
29/11/2011,37.25,0.002688174
28/11/2011,37.15,0.025352319
25/11/2011,36.22,0.00637033
23/11/2011,35.99,-0.034679243
22/11/2011,37.26,0.001611604
21/11/2011,37.2,-0.017586385
18/11/2011,37.86,0.013830008
17/11/2011,37.34,-0.012772925
16/11/2011,37.82,-0.016780677
15/11/2011,38.46,0.006521479
14/11/2011,38.21,-0.012483907
11/11/2011,38.69,0.014317569
10/11/2011,38.14,0.006048671
09/11/2011,37.91,-0.035245939
08/11/2011,39.27,0.010752792
07/11/2011,38.85,0.010869672
04/11/2011,38.43,-0.003636368
03/11/2011,38.57,0.015415067
02/11/2011,37.98,0.026141793
01/11/2011,37,-0.04077875
31/10/2011,38.54,-0.01646975
28/10/2011,39.18,-0.01670502
27/10/2011,39.84,0.024648688
26/10/2011,38.87,0.021321661
25/10/2011,38.05,-0.042198182
24/10/2011,39.69,0.010129233
21/10/2011,39.29,0.020831408
20/10/2011,38.48,0.025531062
19/10/2011,37.51,-0.008494875
18/10/2011,37.83,0.044872393
17/10/2011,36.17,-0.028616205
14/10/2011,37.22,0.029999523
13/10/2011,36.12,-0.023530497
12/10/2011,36.98,0.009782687
11/10/2011,36.62,-0.007617012
10/10/2011,36.9,0.04602975
07/10/2011,35.24,-0.029911384
06/10/2011,36.31,0.007463753
05/10/2011,36.04,0.027283369
04/10/2011,35.07,0.028928832
03/10/2011,34.07,-0.049530662
30/09/2011,35.8,-0.009452392
29/09/2011,36.14,0.038070296
28/09/2011,34.79,-0.034188949
27/09/2011,36,0.024178856
26/09/2011,35.14,0.035925068
23/09/2011,33.9,0.011272739
22/09/2011,33.52,0.005384398
21/09/2011,33.34,-0.05825759
20/09/2011,35.34,-0.002543452
19/09/2011,35.43,-0.011784648
16/09/2011,35.85,0.01659439
15/09/2011,35.26,0.01313179
14/09/2011,34.8,0.00836825
13/09/2011,34.51,0.021380226
12/09/2011,33.78,0.006832048
09/09/2011,33.55,-0.014793169
08/09/2011,34.05,-0.010226532
07/09/2011,34.4,0.044583907
06/09/2011,32.9,-0.014184635
02/09/2011,33.37,-0.030108532
01/09/2011,34.39,-0.022427622
31/08/2011,35.17,0.002277257
30/08/2011,35.09,-0.010771079
29/08/2011,35.47,0.059832012
26/08/2011,33.41,0.010228729
25/08/2011,33.07,-0.03681033
24/08/2011,34.31,0.021506205
23/08/2011,33.58,0.022892566
22/08/2011,32.82,0.001829827
19/08/2011,32.76,0.009199697
18/08/2011,32.46,-0.028846694
17/08/2011,33.41,0.006004221
16/08/2011,33.21,-0.018496947
15/08/2011,33.83,0.033361471
12/08/2011,32.72,-0.022663003
11/08/2011,33.47,0.069270344
10/08/2011,31.23,-0.04874442
09/08/2011,32.79,0.045547486
08/08/2011,31.33,-0.076476239
05/08/2011,33.82,-0.003836511
04/08/2011,33.95,-0.024441135
03/08/2011,34.79,0.002302159
02/08/2011,34.71,-0.017421546
01/08/2011,35.32,-0.008457902
29/07/2011,35.62,-0.00615731
28/07/2011,35.84,0.026864333
27/07/2011,34.89,-0.011399382
26/07/2011,35.29,0.002269505
25/07/2011,35.21,0.00455452
22/07/2011,35.05,0.001999144
21/07/2011,34.98,0.028710106
20/07/2011,33.99,-0.00586684
19/07/2011,34.19,0.012064292
18/07/2011,33.78,-0.017024186
15/07/2011,34.36,-0.008115987
14/07/2011,34.64,-0.014330999
13/07/2011,35.14,0.002279203
12/07/2011,35.06,-0.00341686
11/07/2011,35.18,-0.023318938
08/07/2011,36.01,-0.010772097
07/07/2011,36.4,0.014946306
06/07/2011,35.86,-0.00722426
05/07/2011,36.12,-0.014293811
01/07/2011,36.64,0.010149587
30/06/2011,36.27,0.003314005
29/06/2011,36.15,0.019835823
28/06/2011,35.44,0.013350575
27/06/2011,34.97,-0.002285062
24/06/2011,35.05,0.001141879
23/06/2011,35.01,-0.009947503
22/06/2011,35.36,-0.00338792
21/06/2011,35.48,0.013049831
20/06/2011,35.02,-0.00028551
17/06/2011,35.03,0.007449891
16/06/2011,34.77,0.00721608
15/06/2011,34.52,-0.020642935
14/06/2011,35.24,0.016884075
13/06/2011,34.65,0.00491828
10/06/2011,34.48,-0.015825391
09/06/2011,35.03,0.004864797
08/06/2011,34.86,-0.003150511
07/06/2011,34.97,-0.014760416
06/06/2011,35.49,-0.006179795
03/06/2011,35.71,-0.01611146
02/06/2011,36.29,-0.006043974
01/06/2011,36.51,-0.01306141
31/05/2011,36.99,-0.002430135
27/05/2011,37.08,0.000269724
26/05/2011,37.07,0.000269796
25/05/2011,37.06,-0.004576667
24/05/2011,37.23,-0.007492676
23/05/2011,37.51,-0.01166194
20/05/2011,37.95,-0.004994096
19/05/2011,38.14,0.004994096
18/05/2011,37.95,-0.008658063
17/05/2011,38.28,-0.007287903
16/05/2011,38.56,0
13/05/2011,38.56,-0.004915286
12/05/2011,38.75,0.005953169
11/05/2011,38.52,-0.005953169
10/05/2011,38.75,0.00413758
09/05/2011,38.59,-0.005427071
06/05/2011,38.8,0.002063984
05/05/2011,38.72,-0.017409554
04/05/2011,39.4,-0.013362105
03/05/2011,39.93,0.008298803
02/05/2011,39.6,-0.002522069
29/04/2011,39.7,-0.008277985
28/04/2011,40.03,0.039750456
27/04/2011,38.47,0.000259977
26/04/2011,38.46,0.010980502
25/04/2011,38.04,-0.001838477
21/04/2011,38.11,0.012143761
20/04/2011,37.65,0.014985563
19/04/2011,37.09,-0.006449901
18/04/2011,37.33,-0.015417637
15/04/2011,37.91,0.003435067
14/04/2011,37.78,0.001589404
13/04/2011,37.72,-0.000265076
12/04/2011,37.73,-0.008708328
11/04/2011,38.06,0.002104156
08/04/2011,37.98,-0.015155764
07/04/2011,38.56,-0.011089733
06/04/2011,38.99,0.019161643
05/04/2011,38.25,-0.002350177
04/04/2011,38.34,0.000782779
01/04/2011,38.31,-0.005206989
31/03/2011,38.51,-0.013156387
30/03/2011,39.02,0.013935709
29/03/2011,38.48,-0.022865479
28/03/2011,39.37,-0.002283396
25/03/2011,39.46,0.000760553
24/03/2011,39.43,0.009940186
23/03/2011,39.04,-0.010954128
22/03/2011,39.47,-0.015336567
21/03/2011,40.08,0.025778531
18/03/2011,39.06,0.017041466
17/03/2011,38.4,0.014955021
16/03/2011,37.83,-0.010518109
15/03/2011,38.23,0.006034388
14/03/2011,38,-0.004725659
11/03/2011,38.18,0.000261952
10/03/2011,38.17,-0.009387292
09/03/2011,38.53,-0.000259504
08/03/2011,38.54,-0.013146213
07/03/2011,39.05,-0.001023804
04/03/2011,39.09,-0.024261994
03/03/2011,40.05,0.015094626
02/03/2011,39.45,-0.010339267
01/03/2011,39.86,-0.019133395
28/02/2011,40.63,-0.000246093
25/02/2011,40.64,0.023401616
24/02/2011,39.7,-0.017478597
23/02/2011,40.4,-0.011566513
22/02/2011,40.87,-0.020344611
18/02/2011,41.71,0.011332249
17/02/2011,41.24,0.017859802
16/02/2011,40.51,0.004453248
15/02/2011,40.33,0.01524077
14/02/2011,39.72,-0.007024615
11/02/2011,40,0.012578782
10/02/2011,39.5,-0.012828751
09/02/2011,40.01,0.007778235
08/02/2011,39.7,0.001008065
07/02/2011,39.66,0.005055622
04/02/2011,39.46,0.009420821
03/02/2011,39.09,-0.000255787
02/02/2011,39.1,-0.018748966
01/02/2011,39.84,0.015429672
31/01/2011,39.23,0.006393066
28/01/2011,38.98,-0.022575467
27/01/2011,39.87,0.012366088
26/01/2011,39.38,0.014322495
