Date,Close,TE
16/10/2013,16.82,0.008358258
15/10/2013,16.68,-0.013103225
14/10/2013,16.9,-0.005311314
11/10/2013,16.99,0.006495447
10/10/2013,16.88,0.016726794
09/10/2013,16.6,0.006042314
08/10/2013,16.5,0.001212856
07/10/2013,16.48,-0.001212856
04/10/2013,16.5,0.000606244
03/10/2013,16.49,-0.013253206
02/10/2013,16.71,-0.001196172
01/10/2013,16.73,0.011421825
30/09/2013,16.54,0.001815432
27/09/2013,16.51,-0.012041085
26/09/2013,16.71,-0.009529554
25/09/2013,16.87,-0.009439598
24/09/2013,17.03,0.001763151
23/09/2013,17,0.017206001
20/09/2013,16.71,-0.009529554
19/09/2013,16.87,-0.000592593
18/09/2013,16.88,0.029458096
17/09/2013,16.39,0.004280043
16/09/2013,16.32,-0.001836548
13/09/2013,16.35,0.002449481
12/09/2013,16.31,-0.01097572
11/09/2013,16.49,-0.012654583
10/09/2013,16.7,0.00721157
09/09/2013,16.58,-0.000602954
06/09/2013,16.59,0.002414002
05/09/2013,16.55,0.013382195
04/09/2013,16.33,0.002452484
03/09/2013,16.29,-0.014625489
30/08/2013,16.53,0.001816531
29/08/2013,16.5,-0.006042314
28/08/2013,16.6,-0.003607941
27/08/2013,16.66,0.002403847
26/08/2013,16.62,-0.010772097
23/08/2013,16.8,0.00836825
22/08/2013,16.66,0.006624535
21/08/2013,16.55,-0.004220688
20/08/2013,16.62,0.005429878
19/08/2013,16.53,-0.010830431
16/08/2013,16.71,-0.018381781
15/08/2013,17.02,-0.014002563
14/08/2013,17.26,-0.010374733
13/08/2013,17.44,-0.005717568
12/08/2013,17.54,-0.020875229
09/08/2013,17.91,0.001117319
08/08/2013,17.89,0.011242389
07/08/2013,17.69,0.005668949
06/08/2013,17.59,-0.003405225
05/08/2013,17.65,-0.007338447
02/08/2013,17.78,0.001688714
01/08/2013,17.75,0.00451723
31/07/2013,17.67,-0.001131222
30/07/2013,17.69,0.002263725
29/07/2013,17.65,-0.000566412
26/07/2013,17.66,0.006818208
25/07/2013,17.54,0.004571437
24/07/2013,17.46,-0.01534557
23/07/2013,17.73,0.002258612
22/07/2013,17.69,-0.007882924
19/07/2013,17.83,-0.003359466
18/07/2013,17.89,0.014072847
17/07/2013,17.64,0.003407158
16/07/2013,17.58,-0.012436565
15/07/2013,17.8,0.013574869
12/07/2013,17.56,0.008004617
11/07/2013,17.42,0.015037877
10/07/2013,17.16,0.00936775
09/07/2013,17,0.01064469
08/07/2013,16.82,0.006561312
05/07/2013,16.71,0
03/07/2013,16.71,-0.008343314
02/07/2013,16.85,0.00297177
01/07/2013,16.8,-0.022948933
28/06/2013,17.19,0.011702884
27/06/2013,16.99,0
26/06/2013,16.99,0.002947246
25/06/2013,16.94,0.011876624
24/06/2013,16.74,-0.00119403
21/06/2013,16.76,0.014423327
20/06/2013,16.52,-0.029817355
19/06/2013,17.02,-0.026096001
18/06/2013,17.47,0.008623221
17/06/2013,17.32,-0.000577201
14/06/2013,17.33,-0.001153403
13/06/2013,17.35,0.00984659
12/06/2013,17.18,-0.006960585
11/06/2013,17.3,-0.008633147
10/06/2013,17.45,-0.002861232
07/06/2013,17.5,0.001715757
06/06/2013,17.47,0.009778623
05/06/2013,17.3,-0.005763705
04/06/2013,17.4,-0.005730675
03/06/2013,17.5,-0.006266042
31/05/2013,17.61,0.002843334
30/05/2013,17.56,0.009153382
29/05/2013,17.4,-0.01991531
28/05/2013,17.75,-0.029968946
24/05/2013,18.29,-0.008167756
23/05/2013,18.44,-0.011859977
22/05/2013,18.66,-0.024352712
21/05/2013,19.12,0.009986942
20/05/2013,18.93,-0.002637828
17/05/2013,18.98,0.012192041
16/05/2013,18.75,-0.004788517
15/05/2013,18.84,0.013896536
14/05/2013,18.58,0.004855688
13/05/2013,18.49,-0.007543139
10/05/2013,18.63,0.009708814
09/05/2013,18.45,-0.029374609
08/05/2013,19,-0.003152919
07/05/2013,19.06,0.013735028
06/05/2013,18.8,-0.007419218
03/05/2013,18.94,-0.001055409
02/05/2013,18.96,-0.000527287
01/05/2013,18.97,-0.008399
30/04/2013,19.13,0.006292627
29/04/2013,19.01,0.009513814
26/04/2013,18.83,0.003724399
25/04/2013,18.76,0.006417134
24/04/2013,18.64,0.005918769
23/04/2013,18.53,0.000539811
22/04/2013,18.52,0.002703435
19/04/2013,18.47,0.011434919
18/04/2013,18.26,0.007696575
17/04/2013,18.12,-0.013702599
16/04/2013,18.37,0.011497526
15/04/2013,18.16,-0.015842997
12/04/2013,18.45,-0.000541859
11/04/2013,18.46,0.000541859
10/04/2013,18.45,0.011995782
09/04/2013,18.23,-0.001096491
08/04/2013,18.25,0.004943707
05/04/2013,18.16,0.006075688
04/04/2013,18.05,0.017887565
03/04/2013,17.73,-0.002253522
02/04/2013,17.77,0
01/04/2013,17.77,-0.00280978
28/03/2013,17.82,0.01412852
27/03/2013,17.57,0.000569314
26/03/2013,17.56,0.014917087
25/03/2013,17.3,-0.002886005
22/03/2013,17.35,-0.002302822
21/03/2013,17.39,-0.005733961
20/03/2013,17.49,0.00746058
19/03/2013,17.36,0.000576203
18/03/2013,17.35,-0.005173912
15/03/2013,17.44,0
14/03/2013,17.44,0.000573559
13/03/2013,17.43,0.005176888
12/03/2013,17.34,-0.001152738
11/03/2013,17.36,0.002306806
08/03/2013,17.32,-0.004608303
07/03/2013,17.4,-0.001148765
06/03/2013,17.42,-0.006294728
05/03/2013,17.53,0.003428575
04/03/2013,17.47,0.006892618
01/03/2013,17.35,0.005780363
28/02/2013,17.25,0.004648469
27/02/2013,17.17,0.012895841
26/02/2013,16.95,0.002954212
25/02/2013,16.9,-0.012933749
22/02/2013,17.12,0.003510829
21/02/2013,17.06,-0.002341921
20/02/2013,17.1,0.000584966
19/02/2013,17.09,0.011179875
15/02/2013,16.9,-0.005311314
14/02/2013,16.99,0
13/02/2013,16.99,-0.009373238
12/02/2013,17.15,0.00584797
11/02/2013,17.05,0
08/02/2013,17.05,0.002348797
07/02/2013,17.01,-0.002348797
06/02/2013,17.05,0.012987196
05/02/2013,16.83,-0.034455963
04/02/2013,17.42,-0.019892671
01/02/2013,17.77,0
31/01/2013,17.77,0.007342592
30/01/2013,17.64,-0.00790518
29/01/2013,17.78,0.021604024
28/01/2013,17.4,0.012142387
25/01/2013,17.19,0.004664731
24/01/2013,17.11,0.000584624
23/01/2013,17.1,-0.004085211
22/01/2013,17.17,0.008774552
18/01/2013,17.02,0.003531493
17/01/2013,16.96,0.001770434
16/01/2013,16.93,-0.00353774
15/01/2013,16.99,-0.007038152
14/01/2013,17.11,-0.001751825
11/01/2013,17.14,0.000583601
10/01/2013,17.13,0.003508776
09/01/2013,17.07,0.000585995
08/01/2013,17.06,-0.001756955
07/01/2013,17.09,-0.005252419
04/01/2013,17.18,0.009356793
03/01/2013,17.02,0.002942044
02/01/2013,16.97,0.012451984
31/12/2012,16.76,0.012004946
28/12/2012,16.56,-0.009615459
27/12/2012,16.72,-0.003582093
26/12/2012,16.78,-0.010669929
24/12/2012,16.96,-0.004118864
21/12/2012,17.03,-0.001173709
20/12/2012,17.05,0.009428473
19/12/2012,16.89,-0.001774623
18/12/2012,16.92,0.005333346
17/12/2012,16.83,0.013760313
14/12/2012,16.6,-0.00240674
13/12/2012,16.64,-0.010759219
12/12/2012,16.82,-0.002375298
11/12/2012,16.86,0
10/12/2012,16.86,0.001186944
07/12/2012,16.84,0.000594001
06/12/2012,16.83,-0.002966481
05/12/2012,16.88,0.014320054
04/12/2012,16.64,-0.000600781
03/12/2012,16.65,-0.009563731
30/11/2012,16.81,0.00716421
29/11/2012,16.69,0.006612588
28/11/2012,16.58,0.003625382
27/11/2012,16.52,0.007290433
26/11/2012,16.4,0.011652999
23/11/2012,16.21,-0.006150081
21/11/2012,16.31,-0.003060915
20/11/2012,16.36,-0.003051574
19/11/2012,16.41,-0.006075353
16/11/2012,16.51,0.006684923
15/11/2012,16.4,-0.012121361
14/11/2012,16.6,-0.01018888
13/11/2012,16.77,0.001790511
12/11/2012,16.74,-0.010695289
09/11/2012,16.92,-0.008240188
08/11/2012,17.06,-0.024320828
07/11/2012,17.48,-0.020385757
06/11/2012,17.84,0.00168303
05/11/2012,17.81,-0.000561325
02/11/2012,17.82,-0.003361348
01/11/2012,17.88,0.000559441
31/10/2012,17.87,0.014656407
26/10/2012,17.61,0.003982936
25/10/2012,17.54,0.002854698
24/10/2012,17.49,-0.00570127
23/10/2012,17.59,-0.011867899
22/10/2012,17.8,-0.00504344
19/10/2012,17.89,-0.00612986
18/10/2012,18,0.002224695
17/10/2012,17.96,0.015713006
16/10/2012,17.68,0.005103498
15/10/2012,17.59,0.003987473
12/10/2012,17.52,-0.016417012
11/10/2012,17.81,0.012429539
10/10/2012,17.59,-0.003971636
09/10/2012,17.66,0.007388496
08/10/2012,17.53,-0.001140251
05/10/2012,17.55,-0.003412973
04/10/2012,17.61,0.005123837
03/10/2012,17.52,0.004576667
02/10/2012,17.44,-0.003434462
01/10/2012,17.5,-0.013621096
28/09/2012,17.74,0.002257337
27/09/2012,17.7,-0.001129306
26/09/2012,17.72,0.003958162
25/09/2012,17.65,-0.002263725
24/09/2012,17.69,0.010227362
21/09/2012,17.51,0.003432498
20/09/2012,17.45,0.004595068
19/09/2012,17.37,-0.00057554
18/09/2012,17.38,-0.000575209
17/09/2012,17.39,-0.004017222
14/09/2012,17.46,-0.0051414
13/09/2012,17.55,0.008583744
12/09/2012,17.4,-0.005730675
11/09/2012,17.5,0.002861232
10/09/2012,17.45,-0.005144338
07/09/2012,17.54,-0.003414915
06/09/2012,17.6,0.013730193
05/09/2012,17.36,-0.00746058
04/09/2012,17.49,0.00746058
31/08/2012,17.36,-0.00402415
30/08/2012,17.43,0.000573888
29/08/2012,17.42,-0.008573931
28/08/2012,17.57,0.002279203
27/08/2012,17.53,-0.004553224
24/08/2012,17.61,0.00227402
23/08/2012,17.57,-0.012443599
22/08/2012,17.79,-0.00224593
21/08/2012,17.83,-0.001121076
20/08/2012,17.85,-0.001679262
17/08/2012,17.88,0.002800338
16/08/2012,17.83,0.00224593
15/08/2012,17.79,-0.011735256
14/08/2012,18,0.005571045
13/08/2012,17.9,-0.002232144
10/08/2012,17.94,-0.007220248
09/08/2012,18.07,0.008893889
08/08/2012,17.91,0.006160759
07/08/2012,17.8,-0.006160759
06/08/2012,17.91,-0.003900813
03/08/2012,17.98,0.011748387
02/08/2012,17.77,-0.02226024
01/08/2012,18.17,-0.00110011
31/07/2012,18.19,-0.014192378
30/07/2012,18.45,0.012544479
27/07/2012,18.22,0.017719179
26/07/2012,17.9,0.012932427
25/07/2012,17.67,-0.002825659
24/07/2012,17.72,-0.019559159
23/07/2012,18.07,-0.00936388
20/07/2012,18.24,0.003294896
19/07/2012,18.18,0.004962789
18/07/2012,18.09,0.004987542
17/07/2012,18,0.005012542
16/07/2012,17.91,-0.020995246
13/07/2012,18.29,0.011548107
12/07/2012,18.08,-0.000552944
11/07/2012,18.09,0.002767785
10/07/2012,18.04,-0.003872757
09/07/2012,18.11,-0.003307611
06/07/2012,18.17,-0.005488488
05/07/2012,18.27,-0.001640689
03/07/2012,18.3,0.004381168
02/07/2012,18.22,0.008820344
29/06/2012,18.06,0.000553863
28/06/2012,18.05,0.003885656
27/06/2012,17.98,0.013438052
26/06/2012,17.74,-0.002252253
25/06/2012,17.78,-0.002808202
22/06/2012,17.83,-0.001121076
21/06/2012,17.85,-0.016115936
20/06/2012,18.14,-0.008235018
19/06/2012,18.29,0.007683902
18/06/2012,18.15,0.001102536
15/06/2012,18.13,0.007196267
14/06/2012,18,0.007808182
13/06/2012,17.86,0.000560067
12/06/2012,17.85,0.002805051
11/06/2012,17.8,0.00337648
08/06/2012,17.74,0.004519782
07/06/2012,17.66,-0.005083321
06/06/2012,17.75,0.015900392
05/06/2012,17.47,0.012672981
04/06/2012,17.25,0.00290276
01/06/2012,17.2,-0.011560822
31/05/2012,17.4,0.009818156
30/05/2012,17.23,-0.012114368
29/05/2012,17.44,0.005173912
25/05/2012,17.35,-0.000576203
24/05/2012,17.36,0.00404041
23/05/2012,17.29,-0.004616281
22/05/2012,17.37,0
21/05/2012,17.37,0.00809253
18/05/2012,17.23,-0.008668069
17/05/2012,17.38,-0.006309169
16/05/2012,17.49,0.000571919
15/05/2012,17.48,-0.013072082
14/05/2012,17.71,-0.005630646
11/05/2012,17.81,0.00056164
10/05/2012,17.8,0
09/05/2012,17.8,-0.001683975
08/05/2012,17.83,0.004496916
07/05/2012,17.75,-0.005617992
04/05/2012,17.85,-0.00781254
03/05/2012,17.99,0.00781254
02/05/2012,17.85,-0.007256521
01/05/2012,17.98,-0.002222223
30/04/2012,18.02,0.004449396
27/04/2012,17.94,0.003350087
26/04/2012,17.88,0.004484312
25/04/2012,17.8,0
24/04/2012,17.8,0.008462674
23/04/2012,17.65,-0.011267725
20/04/2012,17.85,0.006745388
19/04/2012,17.73,0.006791198
18/04/2012,17.61,0
17/04/2012,17.61,0.014298213
16/04/2012,17.36,0.010422793
13/04/2012,17.18,-0.008693187
12/04/2012,17.33,0.012776016
11/04/2012,17.11,0.010575892
10/04/2012,16.93,-0.012327717
09/04/2012,17.14,-0.008713387
05/04/2012,17.29,-0.011500989
04/04/2012,17.49,-0.004563613
03/04/2012,17.57,-0.001137657
02/04/2012,17.59,0.002276609
30/03/2012,17.55,-0.004548046
29/03/2012,17.63,-0.000567054
28/03/2012,17.64,-0.004524895
27/03/2012,17.72,-0.001691571
26/03/2012,17.75,0.012471817
23/03/2012,17.53,0.00228441
22/03/2012,17.49,-0.00228441
21/03/2012,17.53,-0.001709889
20/03/2012,17.56,-0.00737592
19/03/2012,17.69,-0.003386008
16/03/2012,17.75,0
15/03/2012,17.75,0.001691571
14/03/2012,17.72,-0.015677813
13/03/2012,18,0.002224695
12/03/2012,17.96,0.010072833
09/03/2012,17.78,0.005074722
08/03/2012,17.69,0.001131222
07/03/2012,17.67,0.001132503
06/03/2012,17.65,-0.009585639
05/03/2012,17.82,-0.006711435
02/03/2012,17.94,-0.002783191
01/03/2012,17.99,0.002225933
29/02/2012,17.95,0
28/02/2012,17.95,-0.007769184
27/02/2012,18.09,-0.001104972
24/02/2012,18.11,0.009431415
23/02/2012,17.94,-0.002783191
22/02/2012,17.99,-0.00055571
21/02/2012,18,-0.00554018
17/02/2012,18.1,0.003320424
16/02/2012,18.04,0.015642777
15/02/2012,17.76,0.003949229
14/02/2012,17.69,0.003397512
13/02/2012,17.63,-0.001133787
10/02/2012,17.65,-0.009024314
09/02/2012,17.81,-0.018910463
08/02/2012,18.15,-0.006042314
07/02/2012,18.26,0.007696575
06/02/2012,18.12,-0.008791265
03/02/2012,18.28,0.010448267
02/02/2012,18.09,-0.007709289
01/02/2012,18.23,0.009922904
31/01/2012,18.05,-0.00110742
30/01/2012,18.07,-0.015921281
27/01/2012,18.36,-0.013524685
26/01/2012,18.61,0.007010004
25/01/2012,18.48,0.022435962
24/01/2012,18.07,-0.014831362
23/01/2012,18.34,0.002183407
20/01/2012,18.3,0.000546597
19/01/2012,18.29,-0.000546597
18/01/2012,18.3,0.002188185
17/01/2012,18.26,-0.018448706
13/01/2012,18.6,-0.030184976
12/01/2012,19.17,0.003134799
11/01/2012,19.11,0.003144657
10/01/2012,19.05,0.00526317
09/01/2012,18.95,0.000527844
06/01/2012,18.94,-0.006840332
05/01/2012,19.07,0.003151263
04/01/2012,19.01,0.001052632
03/01/2012,18.99,-0.007867861
30/12/2011,19.14,-0.00625002
29/12/2011,19.26,0.014117882
28/12/2011,18.99,-0.010997754
27/12/2011,19.2,0.005745641
23/12/2011,19.09,0.013182369
22/12/2011,18.84,0.004788517
21/12/2011,18.75,0.003205131
20/12/2011,18.69,0.027666533
19/12/2011,18.18,-0.008216973
16/12/2011,18.33,-0.000545405
15/12/2011,18.34,0.019268419
14/12/2011,17.99,-0.012703844
13/12/2011,18.22,0.001098298
12/12/2011,18.2,-0.014184635
09/12/2011,18.46,0.016935668
08/12/2011,18.15,-0.021799228
07/12/2011,18.55,-0.005376357
06/12/2011,18.65,0.001072961
05/12/2011,18.63,0.011336154
02/12/2011,18.42,-0.014551591
01/12/2011,18.69,-0.004803852
30/11/2011,18.78,0.030272582
29/11/2011,18.22,0.026134376
28/11/2011,17.75,0.01361337
25/11/2011,17.51,0.004579287
23/11/2011,17.43,-0.017629117
22/11/2011,17.74,-0.01121088
21/11/2011,17.94,-0.018774709
18/11/2011,18.28,0.008239541
17/11/2011,18.13,-0.008239541
16/11/2011,18.28,-0.011963166
15/11/2011,18.5,-0.001620308
14/11/2011,18.53,-0.015529094
11/11/2011,18.82,0.015529094
10/11/2011,18.53,0.008672141
09/11/2011,18.37,-0.043670411
08/11/2011,19.19,0.004177552
07/11/2011,19.11,0.005246602
04/11/2011,19.01,0.001052632
03/11/2011,18.99,0.015923903
02/11/2011,18.69,0.032629322
01/11/2011,18.09,-0.026188076
31/10/2011,18.57,-0.012841268
28/10/2011,18.81,-0.004244038
27/10/2011,18.89,0.03611279
26/10/2011,18.22,0.018277994
25/10/2011,17.89,-0.017728996
24/10/2011,18.21,0.007717789
21/10/2011,18.07,0.016741462
20/10/2011,17.77,0.002817697
19/10/2011,17.72,-0.004504512
18/10/2011,17.8,0.012436565
17/10/2011,17.58,-0.015801683
14/10/2011,17.86,0.015801683
13/10/2011,17.58,-0.002840104
12/10/2011,17.63,0.008544626
11/10/2011,17.48,-0.003426617
10/10/2011,17.54,0.02599049
07/10/2011,17.09,-0.009318646
06/10/2011,17.25,0.009318646
05/10/2011,17.09,0.018901921
04/10/2011,16.77,0.011997744
03/10/2011,16.57,-0.033237481
30/09/2011,17.13,-0.012761194
29/09/2011,17.35,0.019203383
28/09/2011,17.02,-0.019779586
27/09/2011,17.36,0.001152738
26/09/2011,17.34,0.01745245
23/09/2011,17.04,0.006476325
22/09/2011,16.93,-0.02738301
21/09/2011,17.4,-0.04933736
20/09/2011,18.28,-0.000546896
19/09/2011,18.29,-0.010875583
16/09/2011,18.49,0.003793015
15/09/2011,18.42,0.007629465
14/09/2011,18.28,0.015435808
13/09/2011,18,0.014549781
12/09/2011,17.74,0.013049831
09/09/2011,17.51,-0.019791429
08/09/2011,17.86,-0.003911712
07/09/2011,17.93,0.021991301
06/09/2011,17.54,-0.009645465
02/09/2011,17.71,-0.017907585
01/09/2011,18.03,-0.014864023
31/08/2011,18.3,0.006029067
30/08/2011,18.19,-0.000549602
29/08/2011,18.2,0.025036078
26/08/2011,17.75,0.002820876
25/08/2011,17.7,-0.016251408
24/08/2011,17.99,0.022485489
23/08/2011,17.59,0.027083188
22/08/2011,17.12,-0.001750803
19/08/2011,17.15,-0.01044093
18/08/2011,17.33,-0.013184484
17/08/2011,17.56,0.004566218
16/08/2011,17.48,-0.004566218
15/08/2011,17.56,0.037718425
12/08/2011,16.91,-0.007071332
11/08/2011,17.03,0.034043299
10/08/2011,16.46,-0.029334639
09/08/2011,16.95,0.050207097
08/08/2011,16.12,-0.063685179
05/08/2011,17.18,-0.012149412
04/08/2011,17.39,-0.054279057
03/08/2011,18.36,0.00546151
02/08/2011,18.26,-0.019523397
01/08/2011,18.62,0.004845232
29/07/2011,18.53,-0.006991155
28/07/2011,18.66,-0.008006448
27/07/2011,18.81,-0.010050336
26/07/2011,19,-0.012552466
25/07/2011,19.24,-0.000519615
22/07/2011,19.25,-0.005181359
21/07/2011,19.35,0.013527782
20/07/2011,19.09,0.010002716
19/07/2011,18.9,0.015462851
18/07/2011,18.61,-0.003754362
15/07/2011,18.68,0.003217161
14/07/2011,18.62,-0.010683862
13/07/2011,18.82,-0.002653225
12/07/2011,18.87,0.002122017
11/07/2011,18.83,-0.017895214
08/07/2011,19.17,-0.002604846
07/07/2011,19.22,0.006786766
06/07/2011,19.09,0.004199481
05/07/2011,19.01,-0.007859616
01/07/2011,19.16,0.014192091
30/06/2011,18.89,0.003181339
29/06/2011,18.83,0.008533385
28/06/2011,18.67,0.006987397
27/06/2011,18.54,0.002159828
24/06/2011,18.5,0.000540687
23/06/2011,18.49,-0.009687912
22/06/2011,18.67,-0.005341893
21/06/2011,18.77,0.00266738
20/06/2011,18.72,0.0058934
17/06/2011,18.61,0.014069496
16/06/2011,18.35,0.003822008
15/06/2011,18.28,-0.019502243
14/06/2011,18.64,0.00970358
13/06/2011,18.46,0.001084011
10/06/2011,18.44,-0.004329011
09/06/2011,18.52,0.002703435
08/06/2011,18.47,-0.000541272
07/06/2011,18.48,-0.000540979
06/06/2011,18.49,-0.003778682
03/06/2011,18.56,-0.010718216
02/06/2011,18.76,-0.005846416
01/06/2011,18.87,-0.01733692
31/05/2011,19.2,0.007318381
27/05/2011,19.06,0.007901016
26/05/2011,18.91,0.006898409
25/05/2011,18.78,0.001598721
24/05/2011,18.75,-0.004788517
23/05/2011,18.84,-0.014229489
20/05/2011,19.11,0.000523423
19/05/2011,19.1,0.000523697
18/05/2011,19.09,0.004725659
17/05/2011,19,0
16/05/2011,19,-0.007863736
13/05/2011,19.15,-0.005727691
12/05/2011,19.26,-0.005695071
11/05/2011,19.37,-0.011804089
10/05/2011,19.6,0.012837147
09/05/2011,19.35,0.004142937
06/05/2011,19.27,0.007814575
05/05/2011,19.12,-0.008333382
04/05/2011,19.28,0.003637312
03/05/2011,19.21,-0.000520427
02/05/2011,19.22,-0.002598079
29/04/2011,19.27,0.007291699
28/04/2011,19.13,0.005766726
27/04/2011,19.02,0.004214969
26/04/2011,18.94,0.007951274
25/04/2011,18.79,-0.000532056
21/04/2011,18.8,0.007474674
20/04/2011,18.66,0.010775966
19/04/2011,18.46,-0.004324331
18/04/2011,18.54,-0.017112717
15/04/2011,18.86,0.009589844
14/04/2011,18.68,0.008602204
13/04/2011,18.52,0.000540103
12/04/2011,18.51,-0.009677495
11/04/2011,18.69,-0.014870162
08/04/2011,18.97,0
07/04/2011,18.97,0
06/04/2011,18.97,0.003696862
05/04/2011,18.9,0.001058761
04/04/2011,18.88,0.001059884
01/04/2011,18.86,0.005316334
31/03/2011,18.76,0.001066667
30/03/2011,18.74,0.014512483
29/03/2011,18.47,0.0141769
28/03/2011,18.21,-0.002194186
25/03/2011,18.25,0.004393198
24/03/2011,18.17,0.007180368
23/03/2011,18.04,-0.00221484
22/03/2011,18.08,0.00055325
21/03/2011,18.07,0.018431128
18/03/2011,17.74,0.001128032
17/03/2011,17.72,0.006795043
16/03/2011,17.6,-0.011861195
15/03/2011,17.81,-0.013385587
14/03/2011,18.05,-0.00497376
11/03/2011,18.14,0.001103144
10/03/2011,18.12,-0.01804807
09/03/2011,18.45,0.002713706
08/03/2011,18.4,0.016991365
07/03/2011,18.09,0.001106195
04/03/2011,18.07,-0.011554461
03/03/2011,18.28,0.013770529
02/03/2011,18.03,0.003333336
01/03/2011,17.97,-0.007760571
28/02/2011,18.11,0.010546864
25/02/2011,17.92,0.012352768
24/02/2011,17.7,-0.000564812
23/02/2011,17.71,-0.00450705
22/02/2011,17.79,-0.000561956
18/02/2011,17.8,-0.010061572
17/02/2011,17.98,0.002784741
16/02/2011,17.93,0.006153866
15/02/2011,17.82,0.005627477
14/02/2011,17.72,-0.003942557
11/02/2011,17.79,0.001687764
10/02/2011,17.76,-0.00729316
09/02/2011,17.89,-0.010011207
08/02/2011,18.07,-0.00936388
07/02/2011,18.24,-0.000548095
04/02/2011,18.25,-0.009814692
03/02/2011,18.43,-0.002709295
02/02/2011,18.48,-0.010764367
01/02/2011,18.68,0.014559438
31/01/2011,18.41,0.008728915
28/01/2011,18.25,-0.006009305
27/01/2011,18.36,0.011503824
26/01/2011,18.15,-0.003849331
25/01/2011,18.22,-0.000548697
24/01/2011,18.23,0.004949144
21/01/2011,18.14,-0.004949144
